,transcript,filtered_common_ground,cosine_similarity,true_common_ground
0,"'d red block , blue block 's equal",blue = red,tensor([[0.4319]]),<m> blue = red </m>
1,"'d red block , blue block 's equal",blue != red,tensor([[0.0701]]),<m> blue = red </m>
2,"'d red block , blue block 's equal",red < blue,tensor([[0.0637]]),<m> blue = red </m>
3,"'d red block , blue block 's equal",red > blue,tensor([[0.0675]]),<m> blue = red </m>
4,"'d red block , blue block 's equal",blue = red,tensor([[0.4319]]),<m> blue = red </m>
5,"'d red block , blue block 's equal",blue != red,tensor([[0.0701]]),<m> blue = red </m>
6,"'d red block , blue block 's equal",blue < red,tensor([[0.0569]]),<m> blue = red </m>
7,"'d red block , blue block 's equal",blue > red,tensor([[0.0640]]),<m> blue = red </m>
8,"red block , blue block , green block 's probably equal",red = blue + green,tensor([[1.3482]]),<m> green = blue + red </m>
9,"red block , blue block , green block 's probably equal",red != blue + green,tensor([[0.1153]]),<m> green = blue + red </m>
10,"red block , blue block , green block 's probably equal",red < blue + green,tensor([[0.4613]]),<m> green = blue + red </m>
11,"red block , blue block , green block 's probably equal",red > blue + green,tensor([[0.2690]]),<m> green = blue + red </m>
12,"red block , blue block , green block 's probably equal",blue = green + red,tensor([[0.9569]]),<m> green = blue + red </m>
13,"red block , blue block , green block 's probably equal",blue != green + red,tensor([[0.0977]]),<m> green = blue + red </m>
14,"red block , blue block , green block 's probably equal",blue < green + red,tensor([[0.4633]]),<m> green = blue + red </m>
15,"red block , blue block , green block 's probably equal",blue > green + red,tensor([[0.2907]]),<m> green = blue + red </m>
16,"red block , blue block , green block 's probably equal",green = blue + red,tensor([[1.3461]]),<m> green = blue + red </m>
17,"red block , blue block , green block 's probably equal",green != blue + red,tensor([[0.2426]]),<m> green = blue + red </m>
18,"red block , blue block , green block 's probably equal",green < blue + red,tensor([[0.8428]]),<m> green = blue + red </m>
19,"red block , blue block , green block 's probably equal",green > blue + red,tensor([[0.4529]]),<m> green = blue + red </m>
20,"red block , blue block , green block 's probably equal","blue = 10, green = 10, red = 10",tensor([[0.0760]]),<m> green = blue + red </m>
21,"red block , blue block , green block 's probably equal","blue = 10, green = 20, red = 10",tensor([[0.0772]]),<m> green = blue + red </m>
22,"red block , blue block , green block 's probably equal","blue = 10, green = 30, red = 10",tensor([[0.0778]]),<m> green = blue + red </m>
23,"red block , blue block , green block 's probably equal","blue = 10, green = 40, red = 10",tensor([[0.0804]]),<m> green = blue + red </m>
24,"red block , blue block , green block 's probably equal","blue = 10, green = 50, red = 10",tensor([[0.0787]]),<m> green = blue + red </m>
25,"red block , blue block , green block 's probably equal","blue = 20, green = 10, red = 10",tensor([[0.0794]]),<m> green = blue + red </m>
26,"red block , blue block , green block 's probably equal","blue = 20, green = 20, red = 10",tensor([[0.0823]]),<m> green = blue + red </m>
