,transcript,filtered_common_ground,cosine_similarity,true_common_ground
0,"red block , blue block",blue = red,tensor([[1.3792]]),"<m> blue = 10, red = 10 </m>"
1,"red block , blue block",blue != red,tensor([[0.1862]]),"<m> blue = 10, red = 10 </m>"
2,"red block , blue block",red < blue,tensor([[0.1220]]),"<m> blue = 10, red = 10 </m>"
3,"red block , blue block",red > blue,tensor([[0.1089]]),"<m> blue = 10, red = 10 </m>"
4,"red block , blue block",blue = red,tensor([[1.3792]]),"<m> blue = 10, red = 10 </m>"
5,"red block , blue block",blue != red,tensor([[0.1862]]),"<m> blue = 10, red = 10 </m>"
6,"red block , blue block",blue < red,tensor([[0.1094]]),"<m> blue = 10, red = 10 </m>"
7,"red block , blue block",blue > red,tensor([[0.1061]]),"<m> blue = 10, red = 10 </m>"
8,purple block heavier green block one . put,green = purple,tensor([[0.9271]]),<m> green = 20 </m>
9,purple block heavier green block one . put,green != purple,tensor([[0.1577]]),<m> green = 20 </m>
10,purple block heavier green block one . put,green < purple,tensor([[0.1074]]),<m> green = 20 </m>
11,purple block heavier green block one . put,green > purple,tensor([[0.1441]]),<m> green = 20 </m>
12,purple block heavier green block one . put,green = purple,tensor([[0.9271]]),<m> green = 20 </m>
13,purple block heavier green block one . put,green != purple,tensor([[0.1577]]),<m> green = 20 </m>
14,purple block heavier green block one . put,purple < green,tensor([[0.1028]]),<m> green = 20 </m>
15,purple block heavier green block one . put,purple > green,tensor([[0.1256]]),<m> green = 20 </m>
16,purple block green block one .,green = purple,tensor([[0.5679]]),"<m> blue = 10, green = 20, red = 10 </m>"
17,purple block green block one .,green != purple,tensor([[0.1962]]),"<m> blue = 10, green = 20, red = 10 </m>"
18,purple block green block one .,green < purple,tensor([[0.1094]]),"<m> blue = 10, green = 20, red = 10 </m>"
19,purple block green block one .,green > purple,tensor([[0.1048]]),"<m> blue = 10, green = 20, red = 10 </m>"
20,purple block green block one .,green = purple,tensor([[0.5679]]),"<m> blue = 10, green = 20, red = 10 </m>"
21,purple block green block one .,green != purple,tensor([[0.1962]]),"<m> blue = 10, green = 20, red = 10 </m>"
22,purple block green block one .,purple < green,tensor([[0.1118]]),"<m> blue = 10, green = 20, red = 10 </m>"
23,purple block green block one .,purple > green,tensor([[0.1076]]),"<m> blue = 10, green = 20, red = 10 </m>"
24,see purple block 's thirty .,purple = 30,tensor([[0.2127]]),<m> green = 20 </m>
25,see purple block 's thirty .,purple != 30,tensor([[0.1671]]),<m> green = 20 </m>
26,see purple block 's thirty .,purple < 30,tensor([[0.1295]]),<m> green = 20 </m>
27,see purple block 's thirty .,purple > 30,tensor([[0.1321]]),<m> green = 20 </m>
28,"n't , n't n't options purple block 's gon na 30 .",purple = 10,tensor([[1.3287]]),<m> purple > green </m>
29,"n't , n't n't options purple block 's gon na 30 .",purple = 20,tensor([[1.0183]]),<m> purple > green </m>
