,transcript,filtered_common_ground,cosine_similarity,true_common_ground
0,I tell red cube ten grams,red = 10,tensor([[0.8355]]),<m> red = 10 </m>
1,I tell red cube ten grams,red != 10,tensor([[0.0407]]),<m> red = 10 </m>
2,I tell red cube ten grams,red < 10,tensor([[0.0407]]),<m> red = 10 </m>
3,I tell red cube ten grams,red > 10,tensor([[0.0398]]),<m> red = 10 </m>
4,blue block seems ten,blue = 10,tensor([[0.8128]]),<m> blue = 10 </m>
5,blue block seems ten,blue != 10,tensor([[0.0567]]),<m> blue = 10 </m>
6,blue block seems ten,blue < 10,tensor([[0.0593]]),<m> blue = 10 </m>
7,blue block seems ten,blue > 10,tensor([[0.0440]]),<m> blue = 10 </m>
8,"red block , blue block twenty",red = 20,tensor([[0.5123]]),<m> green = 20 </m>
9,"red block , blue block twenty",red != 20,tensor([[0.0467]]),<m> green = 20 </m>
10,"red block , blue block twenty",red < 20,tensor([[0.0450]]),<m> green = 20 </m>
11,"red block , blue block twenty",red > 20,tensor([[0.0432]]),<m> green = 20 </m>
12,"red block , blue block twenty",blue = 20,tensor([[0.6035]]),<m> green = 20 </m>
13,"red block , blue block twenty",blue != 20,tensor([[0.0476]]),<m> green = 20 </m>
14,"red block , blue block twenty",blue < 20,tensor([[0.0456]]),<m> green = 20 </m>
15,"red block , blue block twenty",blue > 20,tensor([[0.0435]]),<m> green = 20 </m>
16,"red block , blue block twenty",green = 20,tensor([[0.7682]]),<m> green = 20 </m>
17,"red block , blue block twenty",green != 20,tensor([[0.0463]]),<m> green = 20 </m>
18,"red block , blue block twenty",green < 20,tensor([[0.0512]]),<m> green = 20 </m>
19,"red block , blue block twenty",green > 20,tensor([[0.0447]]),<m> green = 20 </m>
20,"red block , blue block twenty",purple = 20,tensor([[0.7913]]),<m> green = 20 </m>
21,"red block , blue block twenty",purple != 20,tensor([[0.0471]]),<m> green = 20 </m>
22,"red block , blue block twenty",purple < 20,tensor([[0.0549]]),<m> green = 20 </m>
23,"red block , blue block twenty",purple > 20,tensor([[0.0481]]),<m> green = 20 </m>
24,"red block , blue block twenty",yellow = 20,tensor([[0.7820]]),<m> green = 20 </m>
25,"red block , blue block twenty",yellow != 20,tensor([[0.0472]]),<m> green = 20 </m>
26,"red block , blue block twenty",yellow < 20,tensor([[0.0580]]),<m> green = 20 </m>
27,"red block , blue block twenty",yellow > 20,tensor([[0.0479]]),<m> green = 20 </m>
28,"red block , blue block twenty","blue = 10, green = 20, red = 10",tensor([[0.0795]]),<m> green = 20 </m>
29,"red block , blue block twenty","blue = 10, purple = 20, red = 10",tensor([[0.0727]]),<m> green = 20 </m>
