,transcript,filtered_common_ground,cosine_similarity,true_common_ground
0,I tell red cube ten grams,red = 10,tensor([[0.9094]]),<m> red = 10 </m>
1,I tell red cube ten grams,red != 10,tensor([[0.2171]]),<m> red = 10 </m>
2,I tell red cube ten grams,red < 10,tensor([[0.1960]]),<m> red = 10 </m>
3,I tell red cube ten grams,red > 10,tensor([[0.1941]]),<m> red = 10 </m>
4,alright reese fill survey end red block ten grams,red = 10,tensor([[0.7996]]),<m> red = 10 </m>
5,alright reese fill survey end red block ten grams,red != 10,tensor([[0.2924]]),<m> red = 10 </m>
6,alright reese fill survey end red block ten grams,red < 10,tensor([[0.2858]]),<m> red = 10 </m>
7,alright reese fill survey end red block ten grams,red > 10,tensor([[0.2882]]),<m> red = 10 </m>
8,"'d red block , blue block 's basically 's teetering",blue = red,tensor([[0.9450]]),<m> blue = red </m>
9,"'d red block , blue block 's basically 's teetering",blue != red,tensor([[0.8375]]),<m> blue = red </m>
10,"'d red block , blue block 's basically 's teetering",red < blue,tensor([[0.7838]]),<m> blue = red </m>
11,"'d red block , blue block 's basically 's teetering",red > blue,tensor([[0.8759]]),<m> blue = red </m>
12,"'d red block , blue block 's basically 's teetering",blue < red,tensor([[0.7974]]),<m> blue = red </m>
13,"'d red block , blue block 's basically 's teetering",blue > red,tensor([[0.8988]]),<m> blue = red </m>
14,"'d red block , blue block 's basically 's teetering","blue = 10, red = 10",tensor([[0.2898]]),<m> blue = red </m>
15,"'d red block , blue block 's basically 's teetering","blue = 20, red = 10",tensor([[0.1517]]),<m> blue = red </m>
16,"'d red block , blue block 's basically 's teetering","blue = 30, red = 10",tensor([[0.1597]]),<m> blue = red </m>
17,"'d red block , blue block 's basically 's teetering","blue = 40, red = 10",tensor([[0.1562]]),<m> blue = red </m>
18,"'d red block , blue block 's basically 's teetering","blue = 50, red = 10",tensor([[0.1361]]),<m> blue = red </m>
19,"'d red block , blue block 's basically 's teetering","blue = 10, red = 20",tensor([[0.1556]]),<m> blue = red </m>
20,"'d red block , blue block 's basically 's teetering","blue = 20, red = 20",tensor([[0.1777]]),<m> blue = red </m>
21,"'d red block , blue block 's basically 's teetering","blue = 30, red = 20",tensor([[0.0709]]),<m> blue = red </m>
22,"'d red block , blue block 's basically 's teetering","blue = 40, red = 20",tensor([[0.0774]]),<m> blue = red </m>
23,"'d red block , blue block 's basically 's teetering","blue = 50, red = 20",tensor([[0.0662]]),<m> blue = red </m>
24,"'d red block , blue block 's basically 's teetering","blue = 10, red = 30",tensor([[0.1692]]),<m> blue = red </m>
25,"'d red block , blue block 's basically 's teetering","blue = 20, red = 30",tensor([[0.1242]]),<m> blue = red </m>
26,"'d red block , blue block 's basically 's teetering","blue = 30, red = 30",tensor([[0.1772]]),<m> blue = red </m>
27,"'d red block , blue block 's basically 's teetering","blue = 40, red = 30",tensor([[0.0608]]),<m> blue = red </m>
28,"'d red block , blue block 's basically 's teetering","blue = 50, red = 30",tensor([[0.0470]]),<m> blue = red </m>
29,"'d red block , blue block 's basically 's teetering","blue = 10, red = 40",tensor([[0.1668]]),<m> blue = red </m>
30,"'d red block , blue block 's basically 's teetering","blue = 20, red = 40",tensor([[0.1046]]),<m> blue = red </m>
31,"'d red block , blue block 's basically 's teetering","blue = 30, red = 40",tensor([[0.0760]]),<m> blue = red </m>
32,"'d red block , blue block 's basically 's teetering","blue = 40, red = 40",tensor([[0.1744]]),<m> blue = red </m>
33,"'d red block , blue block 's basically 's teetering","blue = 50, red = 40",tensor([[0.0380]]),<m> blue = red </m>
34,"'d red block , blue block 's basically 's teetering","blue = 10, red = 50",tensor([[0.1333]]),<m> blue = red </m>
35,"'d red block , blue block 's basically 's teetering","blue = 20, red = 50",tensor([[0.0929]]),<m> blue = red </m>
36,"'d red block , blue block 's basically 's teetering","blue = 30, red = 50",tensor([[0.0473]]),<m> blue = red </m>
37,"'d red block , blue block 's basically 's teetering","blue = 40, red = 50",tensor([[0.0431]]),<m> blue = red </m>
38,"'d red block , blue block 's basically 's teetering","blue = 50, red = 50",tensor([[0.1298]]),<m> blue = red </m>
39,"scale red block , blue block ten","blue = 10, red = 10",tensor([[0.3434]]),"<m> blue = 10, red = 10 </m>"
40,green block one 's twenty,green = 20,tensor([[0.9078]]),<m> green = 20 </m>
41,green block one 's twenty,green != 20,tensor([[0.2732]]),<m> green = 20 </m>
42,green block one 's twenty,green < 20,tensor([[0.2555]]),<m> green = 20 </m>
43,green block one 's twenty,green > 20,tensor([[0.2468]]),<m> green = 20 </m>
44,"red block , blue block ten theory ten ten twenty",red = 10,tensor([[0.7436]]),"<m> blue = 10, green = 20, red = 10 </m>"
45,"red block , blue block ten theory ten ten twenty",red = 20,tensor([[0.7611]]),"<m> blue = 10, green = 20, red = 10 </m>"
46,"red block , blue block ten theory ten ten twenty",red = 30,tensor([[0.8241]]),"<m> blue = 10, green = 20, red = 10 </m>"
47,"red block , blue block ten theory ten ten twenty",red = 40,tensor([[0.8405]]),"<m> blue = 10, green = 20, red = 10 </m>"
48,"red block , blue block ten theory ten ten twenty",red = 50,tensor([[0.8651]]),"<m> blue = 10, green = 20, red = 10 </m>"
49,"red block , blue block ten theory ten ten twenty",blue = red,tensor([[0.8791]]),"<m> blue = 10, green = 20, red = 10 </m>"
50,"red block , blue block ten theory ten ten twenty",green = red,tensor([[0.9203]]),"<m> blue = 10, green = 20, red = 10 </m>"
51,"red block , blue block ten theory ten ten twenty",purple = red,tensor([[0.8952]]),"<m> blue = 10, green = 20, red = 10 </m>"
52,"red block , blue block ten theory ten ten twenty",red = yellow,tensor([[0.9001]]),"<m> blue = 10, green = 20, red = 10 </m>"
53,"red block , blue block ten theory ten ten twenty",red = blue + green,tensor([[0.8757]]),"<m> blue = 10, green = 20, red = 10 </m>"
54,"red block , blue block ten theory ten ten twenty",red = blue + purple,tensor([[0.8681]]),"<m> blue = 10, green = 20, red = 10 </m>"
55,"red block , blue block ten theory ten ten twenty",red = blue + yellow,tensor([[0.8871]]),"<m> blue = 10, green = 20, red = 10 </m>"
56,"red block , blue block ten theory ten ten twenty",red = green + purple,tensor([[0.9100]]),"<m> blue = 10, green = 20, red = 10 </m>"
57,"red block , blue block ten theory ten ten twenty",red = green + yellow,tensor([[0.9176]]),"<m> blue = 10, green = 20, red = 10 </m>"
58,"red block , blue block ten theory ten ten twenty",red = purple + yellow,tensor([[0.9175]]),"<m> blue = 10, green = 20, red = 10 </m>"
59,"red block , blue block ten theory ten ten twenty",red = blue + green + purple,tensor([[0.9050]]),"<m> blue = 10, green = 20, red = 10 </m>"
60,"red block , blue block ten theory ten ten twenty",red = blue + green + yellow,tensor([[0.9124]]),"<m> blue = 10, green = 20, red = 10 </m>"
