,transcript,filtered_common_ground,cosine_similarity,true_common_ground
0,"Um , tell red cube top 10 grams",red = 10,tensor([[1.4193]]),<m> red = 10 </m>
1,"Um , tell red cube top 10 grams",red = 20,tensor([[1.4273]]),<m> red = 10 </m>
2,"Um , tell red cube top 10 grams",red = 30,tensor([[1.4254]]),<m> red = 10 </m>
3,"Um , tell red cube top 10 grams",red = 40,tensor([[1.4298]]),<m> red = 10 </m>
4,"Um , tell red cube top 10 grams",red = 50,tensor([[1.4281]]),<m> red = 10 </m>
5,"Um , tell red cube top 10 grams",red != 10,tensor([[0.0360]]),<m> red = 10 </m>
6,"Um , tell red cube top 10 grams",red != 20,tensor([[0.0432]]),<m> red = 10 </m>
7,"Um , tell red cube top 10 grams",red != 30,tensor([[0.0352]]),<m> red = 10 </m>
8,"Um , tell red cube top 10 grams",red != 40,tensor([[0.0397]]),<m> red = 10 </m>
9,"Um , tell red cube top 10 grams",red != 50,tensor([[0.0413]]),<m> red = 10 </m>
10,"Um , tell red cube top 10 grams",red < 10,tensor([[0.0316]]),<m> red = 10 </m>
11,"Um , tell red cube top 10 grams",red < 20,tensor([[0.0344]]),<m> red = 10 </m>
12,"Um , tell red cube top 10 grams",red < 30,tensor([[0.0324]]),<m> red = 10 </m>
13,"Um , tell red cube top 10 grams",red < 40,tensor([[0.0342]]),<m> red = 10 </m>
14,"Um , tell red cube top 10 grams",red < 50,tensor([[0.0359]]),<m> red = 10 </m>
15,"Um , tell red cube top 10 grams",red > 10,tensor([[0.0522]]),<m> red = 10 </m>
16,"Um , tell red cube top 10 grams",red > 20,tensor([[0.1206]]),<m> red = 10 </m>
17,"Um , tell red cube top 10 grams",red > 30,tensor([[0.1648]]),<m> red = 10 </m>
18,"Um , tell red cube top 10 grams",red > 40,tensor([[0.1726]]),<m> red = 10 </m>
19,"Um , tell red cube top 10 grams",red > 50,tensor([[0.1862]]),<m> red = 10 </m>
20,one red block 's 10. put . hold lets slow,red = 10,tensor([[1.4589]]),<m> blue = red </m>
21,one red block 's 10. put . hold lets slow,red = 20,tensor([[1.4626]]),<m> blue = red </m>
22,one red block 's 10. put . hold lets slow,red = 30,tensor([[1.4629]]),<m> blue = red </m>
23,one red block 's 10. put . hold lets slow,red = 40,tensor([[1.4651]]),<m> blue = red </m>
24,one red block 's 10. put . hold lets slow,red = 50,tensor([[1.4634]]),<m> blue = red </m>
25,one red block 's 10. put . hold lets slow,red != 10,tensor([[0.0341]]),<m> blue = red </m>
26,one red block 's 10. put . hold lets slow,red != 20,tensor([[0.0337]]),<m> blue = red </m>
27,one red block 's 10. put . hold lets slow,red != 30,tensor([[0.0351]]),<m> blue = red </m>
28,one red block 's 10. put . hold lets slow,red != 40,tensor([[0.0359]]),<m> blue = red </m>
29,one red block 's 10. put . hold lets slow,red != 50,tensor([[0.0344]]),<m> blue = red </m>
30,one red block 's 10. put . hold lets slow,red < 10,tensor([[0.0455]]),<m> blue = red </m>
31,one red block 's 10. put . hold lets slow,red < 20,tensor([[0.0597]]),<m> blue = red </m>
