,transcript,filtered_common_ground,cosine_similarity,true_common_ground
0,And tell red cube right ten grams yep 're going 're going flip piece paper um,red = 10,tensor([[0.5992]]),<m> red = 10 </m>
1,And tell red cube right ten grams yep 're going 're going flip piece paper um,red != 10,tensor([[0.2320]]),<m> red = 10 </m>
2,And tell red cube right ten grams yep 're going 're going flip piece paper um,red < 10,tensor([[0.2330]]),<m> red = 10 </m>
3,And tell red cube right ten grams yep 're going 're going flip piece paper um,red > 10,tensor([[0.2359]]),<m> red = 10 </m>
4,"needle goes red line means red block , blue block 're probably equal",blue = red,tensor([[0.7984]]),<m> blue = red </m>
5,"needle goes red line means red block , blue block 're probably equal",blue != red,tensor([[0.6206]]),<m> blue = red </m>
6,"needle goes red line means red block , blue block 're probably equal",red < blue,tensor([[0.6669]]),<m> blue = red </m>
7,"needle goes red line means red block , blue block 're probably equal",red > blue,tensor([[0.5218]]),<m> blue = red </m>
8,"needle goes red line means red block , blue block 're probably equal",blue < red,tensor([[0.6304]]),<m> blue = red </m>
9,"needle goes red line means red block , blue block 're probably equal",blue > red,tensor([[0.5126]]),<m> blue = red </m>
10,"needle goes red line means red block , blue block 're probably equal","blue = 10, red = 10",tensor([[0.0589]]),<m> blue = red </m>
11,"needle goes red line means red block , blue block 're probably equal","blue = 20, red = 10",tensor([[0.0248]]),<m> blue = red </m>
12,"needle goes red line means red block , blue block 're probably equal","blue = 30, red = 10",tensor([[0.0274]]),<m> blue = red </m>
13,"needle goes red line means red block , blue block 're probably equal","blue = 40, red = 10",tensor([[0.0305]]),<m> blue = red </m>
14,"needle goes red line means red block , blue block 're probably equal","blue = 50, red = 10",tensor([[0.0317]]),<m> blue = red </m>
15,"needle goes red line means red block , blue block 're probably equal","blue = 10, red = 20",tensor([[0.0267]]),<m> blue = red </m>
16,"needle goes red line means red block , blue block 're probably equal","blue = 20, red = 20",tensor([[0.0382]]),<m> blue = red </m>
17,"needle goes red line means red block , blue block 're probably equal","blue = 30, red = 20",tensor([[0.0251]]),<m> blue = red </m>
18,"needle goes red line means red block , blue block 're probably equal","blue = 40, red = 20",tensor([[0.0255]]),<m> blue = red </m>
19,"needle goes red line means red block , blue block 're probably equal","blue = 50, red = 20",tensor([[0.0277]]),<m> blue = red </m>
20,"needle goes red line means red block , blue block 're probably equal","blue = 10, red = 30",tensor([[0.0263]]),<m> blue = red </m>
21,"needle goes red line means red block , blue block 're probably equal","blue = 20, red = 30",tensor([[0.0237]]),<m> blue = red </m>
22,"needle goes red line means red block , blue block 're probably equal","blue = 30, red = 30",tensor([[0.0497]]),<m> blue = red </m>
23,"needle goes red line means red block , blue block 're probably equal","blue = 40, red = 30",tensor([[0.0250]]),<m> blue = red </m>
24,"needle goes red line means red block , blue block 're probably equal","blue = 50, red = 30",tensor([[0.0286]]),<m> blue = red </m>
25,"needle goes red line means red block , blue block 're probably equal","blue = 10, red = 40",tensor([[0.0265]]),<m> blue = red </m>
26,"needle goes red line means red block , blue block 're probably equal","blue = 20, red = 40",tensor([[0.0225]]),<m> blue = red </m>
27,"needle goes red line means red block , blue block 're probably equal","blue = 30, red = 40",tensor([[0.0253]]),<m> blue = red </m>
28,"needle goes red line means red block , blue block 're probably equal","blue = 40, red = 40",tensor([[0.0447]]),<m> blue = red </m>
29,"needle goes red line means red block , blue block 're probably equal","blue = 50, red = 40",tensor([[0.0249]]),<m> blue = red </m>
30,"needle goes red line means red block , blue block 're probably equal","blue = 10, red = 50",tensor([[0.0301]]),<m> blue = red </m>
31,"needle goes red line means red block , blue block 're probably equal","blue = 20, red = 50",tensor([[0.0264]]),<m> blue = red </m>
32,"needle goes red line means red block , blue block 're probably equal","blue = 30, red = 50",tensor([[0.0257]]),<m> blue = red </m>
33,"needle goes red line means red block , blue block 're probably equal","blue = 40, red = 50",tensor([[0.0276]]),<m> blue = red </m>
34,"needle goes red line means red block , blue block 're probably equal","blue = 50, red = 50",tensor([[0.0381]]),<m> blue = red </m>
35,blue block one probably ten grams,blue = 10,tensor([[0.6509]]),<m> blue = 10 </m>
