,transcript,filtered_common_ground,cosine_similarity,true_common_ground
0,The red cube ten grams,red = 10,tensor([[0.9763]]),<m> red = 10 </m>
1,The red cube ten grams,red != 10,tensor([[0.0407]]),<m> red = 10 </m>
2,The red cube ten grams,red < 10,tensor([[0.0286]]),<m> red = 10 </m>
3,The red cube ten grams,red > 10,tensor([[0.0446]]),<m> red = 10 </m>
4,"would red block , blue block 's equal probably",blue = red,tensor([[0.9828]]),<m> blue = red </m>
5,"would red block , blue block 's equal probably",blue != red,tensor([[0.9008]]),<m> blue = red </m>
6,"would red block , blue block 's equal probably",red < blue,tensor([[0.9281]]),<m> blue = red </m>
7,"would red block , blue block 's equal probably",red > blue,tensor([[0.8911]]),<m> blue = red </m>
8,"would red block , blue block 's equal probably",blue < red,tensor([[0.9312]]),<m> blue = red </m>
9,"would red block , blue block 's equal probably",blue > red,tensor([[0.9003]]),<m> blue = red </m>
10,"would red block , blue block 's equal probably","blue = 10, red = 10",tensor([[0.0745]]),<m> blue = red </m>
11,"would red block , blue block 's equal probably","blue = 20, red = 10",tensor([[0.0654]]),<m> blue = red </m>
12,"would red block , blue block 's equal probably","blue = 30, red = 10",tensor([[0.0569]]),<m> blue = red </m>
13,"would red block , blue block 's equal probably","blue = 40, red = 10",tensor([[0.0597]]),<m> blue = red </m>
14,"would red block , blue block 's equal probably","blue = 50, red = 10",tensor([[0.0490]]),<m> blue = red </m>
15,"would red block , blue block 's equal probably","blue = 10, red = 20",tensor([[0.0648]]),<m> blue = red </m>
16,"would red block , blue block 's equal probably","blue = 20, red = 20",tensor([[0.0468]]),<m> blue = red </m>
17,"would red block , blue block 's equal probably","blue = 30, red = 20",tensor([[0.0446]]),<m> blue = red </m>
18,"would red block , blue block 's equal probably","blue = 40, red = 20",tensor([[0.0458]]),<m> blue = red </m>
19,"would red block , blue block 's equal probably","blue = 50, red = 20",tensor([[0.0392]]),<m> blue = red </m>
20,"would red block , blue block 's equal probably","blue = 10, red = 30",tensor([[0.0882]]),<m> blue = red </m>
21,"would red block , blue block 's equal probably","blue = 20, red = 30",tensor([[0.0540]]),<m> blue = red </m>
22,"would red block , blue block 's equal probably","blue = 30, red = 30",tensor([[0.0487]]),<m> blue = red </m>
23,"would red block , blue block 's equal probably","blue = 40, red = 30",tensor([[0.0494]]),<m> blue = red </m>
24,"would red block , blue block 's equal probably","blue = 50, red = 30",tensor([[0.0356]]),<m> blue = red </m>
25,"would red block , blue block 's equal probably","blue = 10, red = 40",tensor([[0.0786]]),<m> blue = red </m>
26,"would red block , blue block 's equal probably","blue = 20, red = 40",tensor([[0.0497]]),<m> blue = red </m>
27,"would red block , blue block 's equal probably","blue = 30, red = 40",tensor([[0.0507]]),<m> blue = red </m>
28,"would red block , blue block 's equal probably","blue = 40, red = 40",tensor([[0.0389]]),<m> blue = red </m>
29,"would red block , blue block 's equal probably","blue = 50, red = 40",tensor([[0.0328]]),<m> blue = red </m>
30,"would red block , blue block 's equal probably","blue = 10, red = 50",tensor([[0.0373]]),<m> blue = red </m>
31,"would red block , blue block 's equal probably","blue = 20, red = 50",tensor([[0.0357]]),<m> blue = red </m>
32,"would red block , blue block 's equal probably","blue = 30, red = 50",tensor([[0.0336]]),<m> blue = red </m>
33,"would red block , blue block 's equal probably","blue = 40, red = 50",tensor([[0.0279]]),<m> blue = red </m>
34,"would red block , blue block 's equal probably","blue = 50, red = 50",tensor([[0.0222]]),<m> blue = red </m>
35,"red block , blue block , green block 's probably equal",red = blue + green,tensor([[0.7046]]),<m> green = blue + red </m>
36,"red block , blue block , green block 's probably equal",red != blue + green,tensor([[0.6120]]),<m> green = blue + red </m>
37,"red block , blue block , green block 's probably equal",red < blue + green,tensor([[0.6839]]),<m> green = blue + red </m>
38,"red block , blue block , green block 's probably equal",red > blue + green,tensor([[0.7245]]),<m> green = blue + red </m>
39,"red block , blue block , green block 's probably equal",blue = green + red,tensor([[0.7011]]),<m> green = blue + red </m>
40,"red block , blue block , green block 's probably equal",blue != green + red,tensor([[0.6227]]),<m> green = blue + red </m>
41,"red block , blue block , green block 's probably equal",blue < green + red,tensor([[0.6364]]),<m> green = blue + red </m>
