,transcript,filtered_common_ground,cosine_similarity,true_common_ground
0,I tell red cube right ten grams,red = 10,tensor([[1.2396]]),<m> red =10 </m>
1,I tell red cube right ten grams,red != 10,tensor([[0.0278]]),<m> red =10 </m>
2,I tell red cube right ten grams,red < 10,tensor([[0.0329]]),<m> red =10 </m>
3,I tell red cube right ten grams,red > 10,tensor([[0.0378]]),<m> red =10 </m>
4,", red block , blue block also look relatively size",blue = red,tensor([[1.4233]]),<m> blue = red </m>
5,", red block , blue block also look relatively size",blue != red,tensor([[0.0575]]),<m> blue = red </m>
6,", red block , blue block also look relatively size",red < blue,tensor([[0.0620]]),<m> blue = red </m>
7,", red block , blue block also look relatively size",red > blue,tensor([[0.0922]]),<m> blue = red </m>
8,", red block , blue block also look relatively size",blue = red,tensor([[1.4233]]),<m> blue = red </m>
9,", red block , blue block also look relatively size",blue != red,tensor([[0.0575]]),<m> blue = red </m>
10,", red block , blue block also look relatively size",blue < red,tensor([[0.0796]]),<m> blue = red </m>
11,", red block , blue block also look relatively size",blue > red,tensor([[0.0951]]),<m> blue = red </m>
12,'m going hold back yellow block one yellow block 's heaviest .,yellow = 10,tensor([[1.4518]]),<m> blue = 10 </m>
13,'m going hold back yellow block one yellow block 's heaviest .,yellow = 20,tensor([[1.4467]]),<m> blue = 10 </m>
14,'m going hold back yellow block one yellow block 's heaviest .,yellow = 30,tensor([[1.4416]]),<m> blue = 10 </m>
15,'m going hold back yellow block one yellow block 's heaviest .,yellow = 40,tensor([[1.4373]]),<m> blue = 10 </m>
16,'m going hold back yellow block one yellow block 's heaviest .,yellow = 50,tensor([[1.4495]]),<m> blue = 10 </m>
17,'m going hold back yellow block one yellow block 's heaviest .,yellow != 10,tensor([[0.4212]]),<m> blue = 10 </m>
18,'m going hold back yellow block one yellow block 's heaviest .,yellow != 20,tensor([[0.1718]]),<m> blue = 10 </m>
19,'m going hold back yellow block one yellow block 's heaviest .,yellow != 30,tensor([[0.1208]]),<m> blue = 10 </m>
20,'m going hold back yellow block one yellow block 's heaviest .,yellow != 40,tensor([[0.0995]]),<m> blue = 10 </m>
21,'m going hold back yellow block one yellow block 's heaviest .,yellow != 50,tensor([[0.1232]]),<m> blue = 10 </m>
22,'m going hold back yellow block one yellow block 's heaviest .,yellow < 10,tensor([[0.0879]]),<m> blue = 10 </m>
23,'m going hold back yellow block one yellow block 's heaviest .,yellow < 20,tensor([[0.1029]]),<m> blue = 10 </m>
24,'m going hold back yellow block one yellow block 's heaviest .,yellow < 30,tensor([[0.0910]]),<m> blue = 10 </m>
25,'m going hold back yellow block one yellow block 's heaviest .,yellow < 40,tensor([[0.0801]]),<m> blue = 10 </m>
26,'m going hold back yellow block one yellow block 's heaviest .,yellow < 50,tensor([[0.0629]]),<m> blue = 10 </m>
27,'m going hold back yellow block one yellow block 's heaviest .,yellow > 10,tensor([[0.2932]]),<m> blue = 10 </m>
28,'m going hold back yellow block one yellow block 's heaviest .,yellow > 20,tensor([[0.1623]]),<m> blue = 10 </m>
29,'m going hold back yellow block one yellow block 's heaviest .,yellow > 30,tensor([[0.1573]]),<m> blue = 10 </m>
30,'m going hold back yellow block one yellow block 's heaviest .,yellow > 40,tensor([[0.1111]]),<m> blue = 10 </m>
31,'m going hold back yellow block one yellow block 's heaviest .,yellow > 50,tensor([[0.1633]]),<m> blue = 10 </m>
32,"knowing , , oh , sorry , green one , , twenty",green = 20,tensor([[0.9540]]),<m> green = 20 </m>
33,"knowing , , oh , sorry , green one , , twenty",green != 20,tensor([[0.0502]]),<m> green = 20 </m>
34,"knowing , , oh , sorry , green one , , twenty",green < 20,tensor([[0.0416]]),<m> green = 20 </m>
35,"knowing , , oh , sorry , green one , , twenty",green > 20,tensor([[0.0345]]),<m> green = 20 </m>
36,"process putting purple block side , checking yellow block one .",purple = yellow,tensor([[0.3482]]),<m> purple = 30 </m>
37,"process putting purple block side , checking yellow block one .",purple != yellow,tensor([[0.0513]]),<m> purple = 30 </m>
38,"process putting purple block side , checking yellow block one .",purple < yellow,tensor([[0.0401]]),<m> purple = 30 </m>
39,"process putting purple block side , checking yellow block one .",purple > yellow,tensor([[0.0302]]),<m> purple = 30 </m>
40,"process putting purple block side , checking yellow block one .",purple = yellow,tensor([[0.3482]]),<m> purple = 30 </m>
41,"process putting purple block side , checking yellow block one .",purple != yellow,tensor([[0.0513]]),<m> purple = 30 </m>
42,"process putting purple block side , checking yellow block one .",yellow < purple,tensor([[0.0419]]),<m> purple = 30 </m>
43,"process putting purple block side , checking yellow block one .",yellow > purple,tensor([[0.0389]]),<m> purple = 30 </m>
44,"Yeah , could probably try ten .",red = 10,tensor([[1.4538]]),<m> yellow > purple </m>
45,"Yeah , could probably try ten .",red != 10,tensor([[0.0502]]),<m> yellow > purple </m>
46,"Yeah , could probably try ten .",red < 10,tensor([[0.3038]]),<m> yellow > purple </m>
47,"Yeah , could probably try ten .",red > 10,tensor([[0.8889]]),<m> yellow > purple </m>
48,"Yeah , could probably try ten .",blue = 10,tensor([[1.4559]]),<m> yellow > purple </m>
49,"Yeah , could probably try ten .",blue != 10,tensor([[0.0576]]),<m> yellow > purple </m>
