,transcript,filtered_common_ground,cosine_similarity,true_common_ground
0,I tell red cube ten grams,red = 10,tensor([[0.8970]]),<m> red = 10 </m>
1,I tell red cube ten grams,red != 10,tensor([[0.1243]]),<m> red = 10 </m>
2,I tell red cube ten grams,red < 10,tensor([[0.1198]]),<m> red = 10 </m>
3,I tell red cube ten grams,red > 10,tensor([[0.1195]]),<m> red = 10 </m>
4,red block red one 's ten grams,red = 10,tensor([[0.9022]]),<m> red = 10 </m>
5,red block red one 's ten grams,red != 10,tensor([[0.1494]]),<m> red = 10 </m>
6,red block red one 's ten grams,red < 10,tensor([[0.1267]]),<m> red = 10 </m>
7,red block red one 's ten grams,red > 10,tensor([[0.1296]]),<m> red = 10 </m>
8,"seems red block , blue block might",blue = red,tensor([[0.9077]]),<m> blue = red </m>
9,"seems red block , blue block might",blue != red,tensor([[0.5182]]),<m> blue = red </m>
10,"seems red block , blue block might",red < blue,tensor([[0.1865]]),<m> blue = red </m>
11,"seems red block , blue block might",red > blue,tensor([[0.2949]]),<m> blue = red </m>
12,"seems red block , blue block might",blue < red,tensor([[0.2322]]),<m> blue = red </m>
13,"seems red block , blue block might",blue > red,tensor([[0.5752]]),<m> blue = red </m>
14,"seems red block , blue block might","blue = 10, red = 10",tensor([[0.3063]]),<m> blue = red </m>
15,"seems red block , blue block might","blue = 20, red = 10",tensor([[0.0575]]),<m> blue = red </m>
16,"seems red block , blue block might","blue = 30, red = 10",tensor([[0.0602]]),<m> blue = red </m>
17,"seems red block , blue block might","blue = 40, red = 10",tensor([[0.0634]]),<m> blue = red </m>
18,"seems red block , blue block might","blue = 50, red = 10",tensor([[0.0567]]),<m> blue = red </m>
19,"seems red block , blue block might","blue = 10, red = 20",tensor([[0.0556]]),<m> blue = red </m>
20,"seems red block , blue block might","blue = 20, red = 20",tensor([[0.1082]]),<m> blue = red </m>
21,"seems red block , blue block might","blue = 30, red = 20",tensor([[0.0465]]),<m> blue = red </m>
22,"seems red block , blue block might","blue = 40, red = 20",tensor([[0.0375]]),<m> blue = red </m>
23,"seems red block , blue block might","blue = 50, red = 20",tensor([[0.0369]]),<m> blue = red </m>
