,transcript,filtered_common_ground,cosine_similarity,true_common_ground
0,And tell red cube top ten grams,red = 10,tensor([[0.8689]]),<m> red = 10 </m>
1,And tell red cube top ten grams,red != 10,tensor([[0.0177]]),<m> red = 10 </m>
2,And tell red cube top ten grams,red < 10,tensor([[0.0056]]),<m> red = 10 </m>
3,And tell red cube top ten grams,red > 10,tensor([[0.0051]]),<m> red = 10 </m>
4,red block would nine minus ten,red = 10,tensor([[0.9037]]),<m> red = 10 </m>
5,red block would nine minus ten,red != 10,tensor([[0.0817]]),<m> red = 10 </m>
6,red block would nine minus ten,red < 10,tensor([[0.1118]]),<m> red = 10 </m>
7,red block would nine minus ten,red > 10,tensor([[0.0541]]),<m> red = 10 </m>
8,"red block , blue block seems pretty balanced",blue = red,tensor([[0.9833]]),<m> blue = red </m>
9,"red block , blue block seems pretty balanced",blue != red,tensor([[0.5850]]),<m> blue = red </m>
10,"red block , blue block seems pretty balanced",red < blue,tensor([[0.4133]]),<m> blue = red </m>
11,"red block , blue block seems pretty balanced",red > blue,tensor([[0.5903]]),<m> blue = red </m>
12,"red block , blue block seems pretty balanced",blue < red,tensor([[0.4267]]),<m> blue = red </m>
13,"red block , blue block seems pretty balanced",blue > red,tensor([[0.6698]]),<m> blue = red </m>
14,"red block , blue block seems pretty balanced","blue = 10, red = 10",tensor([[0.3379]]),<m> blue = red </m>
15,"red block , blue block seems pretty balanced","blue = 20, red = 10",tensor([[0.3081]]),<m> blue = red </m>
16,"red block , blue block seems pretty balanced","blue = 30, red = 10",tensor([[0.2514]]),<m> blue = red </m>
17,"red block , blue block seems pretty balanced","blue = 40, red = 10",tensor([[0.1638]]),<m> blue = red </m>
18,"red block , blue block seems pretty balanced","blue = 50, red = 10",tensor([[0.1830]]),<m> blue = red </m>
19,"red block , blue block seems pretty balanced","blue = 10, red = 20",tensor([[0.3733]]),<m> blue = red </m>
20,"red block , blue block seems pretty balanced","blue = 20, red = 20",tensor([[0.4284]]),<m> blue = red </m>
21,"red block , blue block seems pretty balanced","blue = 30, red = 20",tensor([[0.2963]]),<m> blue = red </m>
22,"red block , blue block seems pretty balanced","blue = 40, red = 20",tensor([[0.1655]]),<m> blue = red </m>
23,"red block , blue block seems pretty balanced","blue = 50, red = 20",tensor([[0.2376]]),<m> blue = red </m>
24,"red block , blue block seems pretty balanced","blue = 10, red = 30",tensor([[0.2491]]),<m> blue = red </m>
25,"red block , blue block seems pretty balanced","blue = 20, red = 30",tensor([[0.2986]]),<m> blue = red </m>
26,"red block , blue block seems pretty balanced","blue = 30, red = 30",tensor([[0.2524]]),<m> blue = red </m>
27,"red block , blue block seems pretty balanced","blue = 40, red = 30",tensor([[0.1493]]),<m> blue = red </m>
28,"red block , blue block seems pretty balanced","blue = 50, red = 30",tensor([[0.1881]]),<m> blue = red </m>
29,"red block , blue block seems pretty balanced","blue = 10, red = 40",tensor([[0.1765]]),<m> blue = red </m>
30,"red block , blue block seems pretty balanced","blue = 20, red = 40",tensor([[0.2450]]),<m> blue = red </m>
31,"red block , blue block seems pretty balanced","blue = 30, red = 40",tensor([[0.1711]]),<m> blue = red </m>
32,"red block , blue block seems pretty balanced","blue = 40, red = 40",tensor([[0.1702]]),<m> blue = red </m>
33,"red block , blue block seems pretty balanced","blue = 50, red = 40",tensor([[0.1490]]),<m> blue = red </m>
34,"red block , blue block seems pretty balanced","blue = 10, red = 50",tensor([[0.2766]]),<m> blue = red </m>
35,"red block , blue block seems pretty balanced","blue = 20, red = 50",tensor([[0.3178]]),<m> blue = red </m>
36,"red block , blue block seems pretty balanced","blue = 30, red = 50",tensor([[0.2327]]),<m> blue = red </m>
37,"red block , blue block seems pretty balanced","blue = 40, red = 50",tensor([[0.2009]]),<m> blue = red </m>
38,"red block , blue block seems pretty balanced","blue = 50, red = 50",tensor([[0.3005]]),<m> blue = red </m>
39,blue block also ten,blue = 10,tensor([[0.9250]]),<m> blue = 10 </m>
40,blue block also ten,blue != 10,tensor([[0.3817]]),<m> blue = 10 </m>
41,blue block also ten,blue < 10,tensor([[0.1661]]),<m> blue = 10 </m>
42,blue block also ten,blue > 10,tensor([[0.3706]]),<m> blue = 10 </m>
43,And see 's thats twenty,red = 20,tensor([[0.9476]]),<m> purple > 20 </m>
44,And see 's thats twenty,red != 20,tensor([[0.1245]]),<m> purple > 20 </m>
45,And see 's thats twenty,red < 20,tensor([[0.1219]]),<m> purple > 20 </m>
46,And see 's thats twenty,red > 20,tensor([[0.0921]]),<m> purple > 20 </m>
47,And see 's thats twenty,blue = 20,tensor([[0.9679]]),<m> purple > 20 </m>
48,And see 's thats twenty,blue != 20,tensor([[0.1655]]),<m> purple > 20 </m>
49,And see 's thats twenty,blue < 20,tensor([[0.0701]]),<m> purple > 20 </m>
50,And see 's thats twenty,blue > 20,tensor([[0.1312]]),<m> purple > 20 </m>
51,And see 's thats twenty,green = 20,tensor([[0.9683]]),<m> purple > 20 </m>
52,And see 's thats twenty,green != 20,tensor([[0.1620]]),<m> purple > 20 </m>
53,And see 's thats twenty,green < 20,tensor([[0.1438]]),<m> purple > 20 </m>
54,And see 's thats twenty,green > 20,tensor([[0.1173]]),<m> purple > 20 </m>
55,And see 's thats twenty,purple = 20,tensor([[0.9592]]),<m> purple > 20 </m>
56,And see 's thats twenty,purple != 20,tensor([[0.1095]]),<m> purple > 20 </m>
57,And see 's thats twenty,purple < 20,tensor([[0.1206]]),<m> purple > 20 </m>
58,And see 's thats twenty,purple > 20,tensor([[0.1724]]),<m> purple > 20 </m>
59,And see 's thats twenty,yellow = 20,tensor([[0.9495]]),<m> purple > 20 </m>
60,And see 's thats twenty,yellow != 20,tensor([[0.1849]]),<m> purple > 20 </m>
61,And see 's thats twenty,yellow < 20,tensor([[0.1493]]),<m> purple > 20 </m>
62,And see 's thats twenty,yellow > 20,tensor([[0.2088]]),<m> purple > 20 </m>
63,And see 's thats twenty,"blue = 20, green = 20, red = 20",tensor([[0.0118]]),<m> purple > 20 </m>
64,And see 's thats twenty,"blue = 20, purple = 20, red = 20",tensor([[0.0128]]),<m> purple > 20 </m>
65,And see 's thats twenty,"blue = 20, red = 20, yellow = 20",tensor([[0.0138]]),<m> purple > 20 </m>
66,And see 's thats twenty,"green = 20, purple = 20, red = 20",tensor([[0.0130]]),<m> purple > 20 </m>
67,And see 's thats twenty,"green = 20, red = 20, yellow = 20",tensor([[0.0261]]),<m> purple > 20 </m>
68,And see 's thats twenty,"purple = 20, red = 20, yellow = 20",tensor([[0.0176]]),<m> purple > 20 </m>
69,And see 's thats twenty,"blue = 20, green = 20, purple = 20",tensor([[0.0146]]),<m> purple > 20 </m>
70,And see 's thats twenty,"blue = 20, green = 20, yellow = 20",tensor([[0.0132]]),<m> purple > 20 </m>
71,And see 's thats twenty,"blue = 20, purple = 20, yellow = 20",tensor([[0.0141]]),<m> purple > 20 </m>
72,And see 's thats twenty,"green = 20, purple = 20, yellow = 20",tensor([[0.0153]]),<m> purple > 20 </m>
73,And see 's thats twenty,"blue = 20, red = 20",tensor([[0.1869]]),<m> purple > 20 </m>
74,And see 's thats twenty,"green = 20, red = 20",tensor([[0.2070]]),<m> purple > 20 </m>
75,And see 's thats twenty,"purple = 20, red = 20",tensor([[0.2223]]),<m> purple > 20 </m>
76,And see 's thats twenty,"red = 20, yellow = 20",tensor([[0.1571]]),<m> purple > 20 </m>
77,And see 's thats twenty,"blue = 20, green = 20",tensor([[0.2460]]),<m> purple > 20 </m>
78,And see 's thats twenty,"blue = 20, purple = 20",tensor([[0.2840]]),<m> purple > 20 </m>
79,And see 's thats twenty,"blue = 20, yellow = 20",tensor([[0.2585]]),<m> purple > 20 </m>
80,And see 's thats twenty,"green = 20, purple = 20",tensor([[0.2067]]),<m> purple > 20 </m>
81,And see 's thats twenty,"green = 20, yellow = 20",tensor([[0.2128]]),<m> purple > 20 </m>
82,And see 's thats twenty,"purple = 20, yellow = 20",tensor([[0.3286]]),<m> purple > 20 </m>
83,And see 's thats twenty,"blue = 20, green = 20, purple = 20, red = 20",tensor([[0.0091]]),<m> purple > 20 </m>
84,And see 's thats twenty,"blue = 20, green = 20, red = 20, yellow = 20",tensor([[0.0092]]),<m> purple > 20 </m>
85,And see 's thats twenty,"blue = 20, purple = 20, red = 20, yellow = 20",tensor([[0.0096]]),<m> purple > 20 </m>
86,And see 's thats twenty,"green = 20, purple = 20, red = 20, yellow = 20",tensor([[0.0069]]),<m> purple > 20 </m>
87,And see 's thats twenty,"blue = 20, green = 20, purple = 20, yellow = 20",tensor([[0.0091]]),<m> purple > 20 </m>
88,And see 's thats twenty,red = 20,tensor([[0.9476]]),<m> purple != 20 </m>
89,And see 's thats twenty,red != 20,tensor([[0.1245]]),<m> purple != 20 </m>
90,And see 's thats twenty,red < 20,tensor([[0.1219]]),<m> purple != 20 </m>
91,And see 's thats twenty,red > 20,tensor([[0.0921]]),<m> purple != 20 </m>
92,And see 's thats twenty,blue = 20,tensor([[0.9679]]),<m> purple != 20 </m>
93,And see 's thats twenty,blue != 20,tensor([[0.1655]]),<m> purple != 20 </m>
94,And see 's thats twenty,blue < 20,tensor([[0.0701]]),<m> purple != 20 </m>
95,And see 's thats twenty,blue > 20,tensor([[0.1312]]),<m> purple != 20 </m>
96,And see 's thats twenty,green = 20,tensor([[0.9683]]),<m> purple != 20 </m>
97,And see 's thats twenty,green != 20,tensor([[0.1620]]),<m> purple != 20 </m>
98,And see 's thats twenty,green < 20,tensor([[0.1438]]),<m> purple != 20 </m>
99,And see 's thats twenty,green > 20,tensor([[0.1173]]),<m> purple != 20 </m>
100,And see 's thats twenty,purple = 20,tensor([[0.9592]]),<m> purple != 20 </m>
101,And see 's thats twenty,purple != 20,tensor([[0.1095]]),<m> purple != 20 </m>
102,And see 's thats twenty,purple < 20,tensor([[0.1206]]),<m> purple != 20 </m>
103,And see 's thats twenty,purple > 20,tensor([[0.1724]]),<m> purple != 20 </m>
104,And see 's thats twenty,yellow = 20,tensor([[0.9495]]),<m> purple != 20 </m>
105,And see 's thats twenty,yellow != 20,tensor([[0.1849]]),<m> purple != 20 </m>
106,And see 's thats twenty,yellow < 20,tensor([[0.1493]]),<m> purple != 20 </m>
107,And see 's thats twenty,yellow > 20,tensor([[0.2088]]),<m> purple != 20 </m>
108,And see 's thats twenty,"blue = 20, green = 20, red = 20",tensor([[0.0118]]),<m> purple != 20 </m>
109,And see 's thats twenty,"blue = 20, purple = 20, red = 20",tensor([[0.0128]]),<m> purple != 20 </m>
110,And see 's thats twenty,"blue = 20, red = 20, yellow = 20",tensor([[0.0138]]),<m> purple != 20 </m>
111,And see 's thats twenty,"green = 20, purple = 20, red = 20",tensor([[0.0130]]),<m> purple != 20 </m>
112,And see 's thats twenty,"green = 20, red = 20, yellow = 20",tensor([[0.0261]]),<m> purple != 20 </m>
113,And see 's thats twenty,"purple = 20, red = 20, yellow = 20",tensor([[0.0176]]),<m> purple != 20 </m>
114,And see 's thats twenty,"blue = 20, green = 20, purple = 20",tensor([[0.0146]]),<m> purple != 20 </m>
115,And see 's thats twenty,"blue = 20, green = 20, yellow = 20",tensor([[0.0132]]),<m> purple != 20 </m>
116,And see 's thats twenty,"blue = 20, purple = 20, yellow = 20",tensor([[0.0141]]),<m> purple != 20 </m>
117,And see 's thats twenty,"green = 20, purple = 20, yellow = 20",tensor([[0.0153]]),<m> purple != 20 </m>
118,And see 's thats twenty,"blue = 20, red = 20",tensor([[0.1869]]),<m> purple != 20 </m>
119,And see 's thats twenty,"green = 20, red = 20",tensor([[0.2070]]),<m> purple != 20 </m>
120,And see 's thats twenty,"purple = 20, red = 20",tensor([[0.2223]]),<m> purple != 20 </m>
121,And see 's thats twenty,"red = 20, yellow = 20",tensor([[0.1571]]),<m> purple != 20 </m>
122,And see 's thats twenty,"blue = 20, green = 20",tensor([[0.2460]]),<m> purple != 20 </m>
123,And see 's thats twenty,"blue = 20, purple = 20",tensor([[0.2840]]),<m> purple != 20 </m>
124,And see 's thats twenty,"blue = 20, yellow = 20",tensor([[0.2585]]),<m> purple != 20 </m>
125,And see 's thats twenty,"green = 20, purple = 20",tensor([[0.2067]]),<m> purple != 20 </m>
126,And see 's thats twenty,"green = 20, yellow = 20",tensor([[0.2128]]),<m> purple != 20 </m>
127,And see 's thats twenty,"purple = 20, yellow = 20",tensor([[0.3286]]),<m> purple != 20 </m>
128,And see 's thats twenty,"blue = 20, green = 20, purple = 20, red = 20",tensor([[0.0091]]),<m> purple != 20 </m>
129,And see 's thats twenty,"blue = 20, green = 20, red = 20, yellow = 20",tensor([[0.0092]]),<m> purple != 20 </m>
130,And see 's thats twenty,"blue = 20, purple = 20, red = 20, yellow = 20",tensor([[0.0096]]),<m> purple != 20 </m>
131,And see 's thats twenty,"green = 20, purple = 20, red = 20, yellow = 20",tensor([[0.0069]]),<m> purple != 20 </m>
132,And see 's thats twenty,"blue = 20, green = 20, purple = 20, yellow = 20",tensor([[0.0091]]),<m> purple != 20 </m>
133,green block one probably twenty ten ten twenty,green = 10,tensor([[0.8541]]),<m> green = 20 </m>
134,green block one probably twenty ten ten twenty,green = 20,tensor([[0.8591]]),<m> green = 20 </m>
135,green block one probably twenty ten ten twenty,green != 10,tensor([[0.0769]]),<m> green = 20 </m>
136,green block one probably twenty ten ten twenty,green != 20,tensor([[0.0992]]),<m> green = 20 </m>
137,green block one probably twenty ten ten twenty,green < 10,tensor([[0.0186]]),<m> green = 20 </m>
138,green block one probably twenty ten ten twenty,green < 20,tensor([[0.0429]]),<m> green = 20 </m>
139,green block one probably twenty ten ten twenty,green > 10,tensor([[0.0341]]),<m> green = 20 </m>
140,green block one probably twenty ten ten twenty,green > 20,tensor([[0.1171]]),<m> green = 20 </m>
141,green block one probably twenty ten ten twenty,"blue = 10, green = 10, red = 10",tensor([[0.0327]]),<m> green = 20 </m>
142,green block one probably twenty ten ten twenty,"blue = 10, green = 20, red = 10",tensor([[0.0408]]),<m> green = 20 </m>
143,green block one probably twenty ten ten twenty,"blue = 10, green = 30, red = 10",tensor([[0.0320]]),<m> green = 20 </m>
144,green block one probably twenty ten ten twenty,"blue = 10, green = 40, red = 10",tensor([[0.0321]]),<m> green = 20 </m>
145,green block one probably twenty ten ten twenty,"blue = 10, green = 50, red = 10",tensor([[0.0299]]),<m> green = 20 </m>
146,green block one probably twenty ten ten twenty,"blue = 20, green = 10, red = 10",tensor([[0.0383]]),<m> green = 20 </m>
147,green block one probably twenty ten ten twenty,"blue = 20, green = 20, red = 10",tensor([[0.0323]]),<m> green = 20 </m>
148,green block one probably twenty ten ten twenty,"blue = 20, green = 30, red = 10",tensor([[0.0293]]),<m> green = 20 </m>
149,green block one probably twenty ten ten twenty,"blue = 20, green = 40, red = 10",tensor([[0.0302]]),<m> green = 20 </m>
150,green block one probably twenty ten ten twenty,"blue = 20, green = 50, red = 10",tensor([[0.0262]]),<m> green = 20 </m>
151,green block one probably twenty ten ten twenty,"blue = 30, green = 10, red = 10",tensor([[0.0342]]),<m> green = 20 </m>
152,green block one probably twenty ten ten twenty,"blue = 30, green = 20, red = 10",tensor([[0.0332]]),<m> green = 20 </m>
153,green block one probably twenty ten ten twenty,"blue = 30, green = 30, red = 10",tensor([[0.0300]]),<m> green = 20 </m>
154,green block one probably twenty ten ten twenty,"blue = 30, green = 40, red = 10",tensor([[0.0261]]),<m> green = 20 </m>
155,green block one probably twenty ten ten twenty,"blue = 30, green = 50, red = 10",tensor([[0.0270]]),<m> green = 20 </m>
156,green block one probably twenty ten ten twenty,"blue = 40, green = 10, red = 10",tensor([[0.0252]]),<m> green = 20 </m>
157,green block one probably twenty ten ten twenty,"blue = 40, green = 20, red = 10",tensor([[0.0248]]),<m> green = 20 </m>
158,green block one probably twenty ten ten twenty,"blue = 40, green = 30, red = 10",tensor([[0.0227]]),<m> green = 20 </m>
159,green block one probably twenty ten ten twenty,"blue = 40, green = 40, red = 10",tensor([[0.0232]]),<m> green = 20 </m>
160,green block one probably twenty ten ten twenty,"blue = 40, green = 50, red = 10",tensor([[0.0262]]),<m> green = 20 </m>
161,green block one probably twenty ten ten twenty,"blue = 50, green = 10, red = 10",tensor([[0.0265]]),<m> green = 20 </m>
162,green block one probably twenty ten ten twenty,"blue = 50, green = 20, red = 10",tensor([[0.0278]]),<m> green = 20 </m>
163,green block one probably twenty ten ten twenty,"blue = 50, green = 30, red = 10",tensor([[0.0252]]),<m> green = 20 </m>
