,transcript,filtered_common_ground,cosine_similarity,true_common_ground
0,I tell red cube ten grams,red = 10,tensor([[0.9001]]),<m> red = 10 </m>
1,I tell red cube ten grams,red != 10,tensor([[0.0399]]),<m> red = 10 </m>
2,I tell red cube ten grams,red < 10,tensor([[0.0434]]),<m> red = 10 </m>
3,I tell red cube ten grams,red > 10,tensor([[0.0399]]),<m> red = 10 </m>
4,"green block twenty red block , blue block ten ten","blue = 10, green = 20, red = 10",tensor([[0.0423]]),"<m> blue = 10, green = 20, red = 10 </m>"
5,"green block twenty red block , blue block ten ten","blue = 20, green = 10, red = 10",tensor([[0.0375]]),"<m> blue = 10, green = 20, red = 10 </m>"
6,"green block twenty red block , blue block ten ten","blue = 20, green = 20, red = 10",tensor([[0.0199]]),"<m> blue = 10, green = 20, red = 10 </m>"
7,"green block twenty red block , blue block ten ten","blue = 10, green = 10, red = 20",tensor([[0.0277]]),"<m> blue = 10, green = 20, red = 10 </m>"
8,"green block twenty red block , blue block ten ten","blue = 10, green = 20, red = 20",tensor([[0.0248]]),"<m> blue = 10, green = 20, red = 10 </m>"
9,"green block twenty red block , blue block ten ten","blue = 20, green = 10, red = 20",tensor([[0.0248]]),"<m> blue = 10, green = 20, red = 10 </m>"
10,"looks red block , blue block 're fairly equal",blue = red,tensor([[0.9166]]),<m> blue = red </m>
11,"looks red block , blue block 're fairly equal",blue != red,tensor([[0.8967]]),<m> blue = red </m>
12,"looks red block , blue block 're fairly equal",red < blue,tensor([[0.7033]]),<m> blue = red </m>
13,"looks red block , blue block 're fairly equal",red > blue,tensor([[0.8437]]),<m> blue = red </m>
14,"looks red block , blue block 're fairly equal",blue < red,tensor([[0.8500]]),<m> blue = red </m>
15,"looks red block , blue block 're fairly equal",blue > red,tensor([[0.9054]]),<m> blue = red </m>
16,"looks red block , blue block 're fairly equal","blue = 10, red = 10",tensor([[0.3909]]),<m> blue = red </m>
17,"looks red block , blue block 're fairly equal","blue = 20, red = 10",tensor([[0.0634]]),<m> blue = red </m>
18,"looks red block , blue block 're fairly equal","blue = 30, red = 10",tensor([[0.1242]]),<m> blue = red </m>
19,"looks red block , blue block 're fairly equal","blue = 40, red = 10",tensor([[0.1107]]),<m> blue = red </m>
20,"looks red block , blue block 're fairly equal","blue = 50, red = 10",tensor([[0.0921]]),<m> blue = red </m>
