,transcript,filtered_common_ground,cosine_similarity,true_common_ground
0,I tell red cube 10 grams .,red = 10,tensor([[1.0784]]),<m> red = 10 </m>
1,I tell red cube 10 grams .,red = 20,tensor([[0.8457]]),<m> red = 10 </m>
2,I tell red cube 10 grams .,red = 30,tensor([[0.4565]]),<m> red = 10 </m>
3,I tell red cube 10 grams .,red = 40,tensor([[0.7244]]),<m> red = 10 </m>
4,I tell red cube 10 grams .,red = 50,tensor([[0.9100]]),<m> red = 10 </m>
5,I tell red cube 10 grams .,red != 10,tensor([[0.1347]]),<m> red = 10 </m>
6,I tell red cube 10 grams .,red != 20,tensor([[0.1183]]),<m> red = 10 </m>
7,I tell red cube 10 grams .,red != 30,tensor([[0.1108]]),<m> red = 10 </m>
8,I tell red cube 10 grams .,red != 40,tensor([[0.1115]]),<m> red = 10 </m>
9,I tell red cube 10 grams .,red != 50,tensor([[0.1370]]),<m> red = 10 </m>
10,I tell red cube 10 grams .,red < 10,tensor([[0.1077]]),<m> red = 10 </m>
11,I tell red cube 10 grams .,red < 20,tensor([[0.1042]]),<m> red = 10 </m>
12,I tell red cube 10 grams .,red < 30,tensor([[0.1006]]),<m> red = 10 </m>
13,I tell red cube 10 grams .,red < 40,tensor([[0.1019]]),<m> red = 10 </m>
14,I tell red cube 10 grams .,red < 50,tensor([[0.1113]]),<m> red = 10 </m>
15,I tell red cube 10 grams .,red > 10,tensor([[0.1141]]),<m> red = 10 </m>
16,I tell red cube 10 grams .,red > 20,tensor([[0.1070]]),<m> red = 10 </m>
17,I tell red cube 10 grams .,red > 30,tensor([[0.1023]]),<m> red = 10 </m>
18,I tell red cube 10 grams .,red > 40,tensor([[0.1034]]),<m> red = 10 </m>
19,I tell red cube 10 grams .,red > 50,tensor([[0.1152]]),<m> red = 10 </m>
20,"right , red block red one 's 10 grams . let 's see , seems red block , blue block might .",blue = red,tensor([[1.0494]]),<m> red = 10 </m>
21,"right , red block red one 's 10 grams . let 's see , seems red block , blue block might .",blue != red,tensor([[0.0718]]),<m> red = 10 </m>
22,"right , red block red one 's 10 grams . let 's see , seems red block , blue block might .",red < blue,tensor([[0.0862]]),<m> red = 10 </m>
23,"right , red block red one 's 10 grams . let 's see , seems red block , blue block might .",red > blue,tensor([[0.0682]]),<m> red = 10 </m>
24,"right , red block red one 's 10 grams . let 's see , seems red block , blue block might .",blue = red,tensor([[1.0494]]),<m> red = 10 </m>
25,"right , red block red one 's 10 grams . let 's see , seems red block , blue block might .",blue != red,tensor([[0.0718]]),<m> red = 10 </m>
26,"right , red block red one 's 10 grams . let 's see , seems red block , blue block might .",blue < red,tensor([[0.0782]]),<m> red = 10 </m>
27,"right , red block red one 's 10 grams . let 's see , seems red block , blue block might .",blue > red,tensor([[0.0609]]),<m> red = 10 </m>
28,"right , red block red one 's 10 grams . let 's see , seems red block , blue block might .",blue = red,tensor([[1.0494]]),<m> blue = red </m>
29,"right , red block red one 's 10 grams . let 's see , seems red block , blue block might .",blue != red,tensor([[0.0718]]),<m> blue = red </m>
30,"right , red block red one 's 10 grams . let 's see , seems red block , blue block might .",red < blue,tensor([[0.0862]]),<m> blue = red </m>
31,"right , red block red one 's 10 grams . let 's see , seems red block , blue block might .",red > blue,tensor([[0.0682]]),<m> blue = red </m>
32,"right , red block red one 's 10 grams . let 's see , seems red block , blue block might .",blue = red,tensor([[1.0494]]),<m> blue = red </m>
33,"right , red block red one 's 10 grams . let 's see , seems red block , blue block might .",blue != red,tensor([[0.0718]]),<m> blue = red </m>
34,"right , red block red one 's 10 grams . let 's see , seems red block , blue block might .",blue < red,tensor([[0.0782]]),<m> blue = red </m>
35,"right , red block red one 's 10 grams . let 's see , seems red block , blue block might .",blue > red,tensor([[0.0609]]),<m> blue = red </m>
36,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow = 10,tensor([[1.1697]]),<m> green = 20 </m>
37,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow = 20,tensor([[1.1742]]),<m> green = 20 </m>
38,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow = 30,tensor([[1.1427]]),<m> green = 20 </m>
39,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow = 40,tensor([[1.1522]]),<m> green = 20 </m>
40,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow = 50,tensor([[1.1672]]),<m> green = 20 </m>
41,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow != 10,tensor([[0.5868]]),<m> green = 20 </m>
42,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow != 20,tensor([[0.5814]]),<m> green = 20 </m>
43,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow != 30,tensor([[0.5070]]),<m> green = 20 </m>
44,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow != 40,tensor([[0.6135]]),<m> green = 20 </m>
45,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow != 50,tensor([[0.7104]]),<m> green = 20 </m>
46,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow < 10,tensor([[0.5926]]),<m> green = 20 </m>
47,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow < 20,tensor([[0.5139]]),<m> green = 20 </m>
48,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow < 30,tensor([[0.4820]]),<m> green = 20 </m>
49,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow < 40,tensor([[0.5555]]),<m> green = 20 </m>
50,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow < 50,tensor([[0.7223]]),<m> green = 20 </m>
51,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow > 10,tensor([[0.5323]]),<m> green = 20 </m>
52,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow > 20,tensor([[0.5513]]),<m> green = 20 </m>
53,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow > 30,tensor([[0.4333]]),<m> green = 20 </m>
54,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow > 40,tensor([[0.5850]]),<m> green = 20 </m>
55,sensitive scale . 's looking kinda even . try yellow block big sucker .,yellow > 50,tensor([[0.7279]]),<m> green = 20 </m>
56,making sure purple block n't weight bottom .,purple = 10,tensor([[0.9322]]),"<m> green = 20, red = 10 </m>"
57,making sure purple block n't weight bottom .,purple = 20,tensor([[1.0266]]),"<m> green = 20, red = 10 </m>"
58,making sure purple block n't weight bottom .,purple = 30,tensor([[0.8110]]),"<m> green = 20, red = 10 </m>"
59,making sure purple block n't weight bottom .,purple = 40,tensor([[0.9959]]),"<m> green = 20, red = 10 </m>"
60,making sure purple block n't weight bottom .,purple = 50,tensor([[1.0673]]),"<m> green = 20, red = 10 </m>"
61,making sure purple block n't weight bottom .,purple != 10,tensor([[0.1599]]),"<m> green = 20, red = 10 </m>"
62,making sure purple block n't weight bottom .,purple != 20,tensor([[0.1571]]),"<m> green = 20, red = 10 </m>"
