,transcript,common_ground,scores,actual_common_ground,Group
0,I tell red cube ten grams,red = 10,0.87620664,<m> red = 10 </m>,6
1,I tell red cube ten grams,red != 10,0.065178245,<m> red = 10 </m>,6
2,I tell red cube ten grams,red < 10,0.06363056,<m> red = 10 </m>,6
3,I tell red cube ten grams,red > 10,0.062377043,<m> red = 10 </m>,6
4,red block red one 's ten grams,red = 10,0.86072403,<m> red = 10 </m>,6
5,red block red one 's ten grams,red > 10,0.076076664,<m> red = 10 </m>,6
6,red block red one 's ten grams,red < 10,0.07135162,<m> red = 10 </m>,6
7,red block red one 's ten grams,red != 10,0.07134253,<m> red = 10 </m>,6
8,"seems red block , blue block might",blue = red,0.88483864,<m> blue = red </m>,6
9,"seems red block , blue block might",red > blue,0.4082325,<m> blue = red </m>,6
10,"seems red block , blue block might",red < blue,0.36670312,<m> blue = red </m>,6
11,"seems red block , blue block might",blue > red,0.16368234,<m> blue = red </m>,6
12,"seems red block , blue block might","blue = 20, red = 20",0.111070395,<m> blue = red </m>,6
13,"'s stuff written bottom 's red block , green block 's ten twenty right right 's looking","green = 20, red = 10",0.12413561,"<m> green = 20, red = 10 </m>",6
14,"'s stuff written bottom 's red block , green block 's ten twenty right right 's looking","green = 10, red = 20",0.1092923,"<m> green = 20, red = 10 </m>",6
15,purple block 's twenty almost seems thirty takes past,"purple = 10, red = 30",0.7684933,<m> purple > 20 </m>,6
16,purple block 's twenty almost seems thirty takes past,"purple = 10, yellow = 30",0.7336697,<m> purple > 20 </m>,6
17,purple block 's twenty almost seems thirty takes past,"purple = 30, red = 10",0.7243513,<m> purple > 20 </m>,6
18,purple block 's twenty almost seems thirty takes past,"green = 10, purple = 30",0.6632045,<m> purple > 20 </m>,6
19,purple block 's twenty almost seems thirty takes past,"purple = 10, red = 20",0.65866077,<m> purple > 20 </m>,6
20,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",purple = red,0.88656,<m> purple = 30 </m>,6
21,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",red < blue + green,0.88628983,<m> purple = 30 </m>,6
22,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",blue < green + red,0.88546336,<m> purple = 30 </m>,6
23,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",purple > blue,0.8848231,<m> purple = 30 </m>,6
24,"red block , blue block , green block , yellow block , purple block 're increments ten purple block",red < blue + purple,0.8837212,<m> purple = 30 </m>,6
25,Fifty,purple = 50,0.7271421,<m> yellow = 50 </m>,6
26,Fifty,green = 50,0.7146919,<m> yellow = 50 </m>,6
27,Fifty,blue = 50,0.7125598,<m> yellow = 50 </m>,6
28,Fifty,red = 50,0.69545317,<m> yellow = 50 </m>,6
29,Fifty,yellow = 50,0.6841148,<m> yellow = 50 </m>,6
30,purple block 's thirty green twenty,"green = 20, purple = 30",0.550572,"<m> green = 20, purple = 30 </m>",6
31,purple block 's thirty green twenty,"green = 30, purple = 20",0.5452178,"<m> green = 20, purple = 30 </m>",6
32,red small blue ten,"blue = 10, red = 10",0.42384973,"<m> blue = 10, red = 10 </m>",6
33,"green block , purple block 's heavy",blue != purple + red + yellow,0.8919219,<m> yellow < green + purple </m>,6
34,"green block , purple block 's heavy",purple = green + red,0.89166766,<m> yellow < green + purple </m>,6
35,"green block , purple block 's heavy",blue != green + purple + red + yellow,0.89166725,<m> yellow < green + purple </m>,6
36,"green block , purple block 's heavy",purple < blue + green + red + yellow,0.8912889,<m> yellow < green + purple </m>,6
37,"green block , purple block 's heavy",yellow < blue + green + red,0.8911549,<m> yellow < green + purple </m>,6
38,would yellow forty five could fifty since 're,yellow = 50,0.8783736,<m> yellow = 50 </m>,6
39,would yellow forty five could fifty since 're,yellow = 40,0.8715728,<m> yellow = 50 </m>,6
40,would yellow forty five could fifty since 're,yellow < 50,0.51711917,<m> yellow = 50 </m>,6
41,would yellow forty five could fifty since 're,yellow < 40,0.4595875,<m> yellow = 50 </m>,6
42,would yellow forty five could fifty since 're,"purple = 10, yellow = 40",0.24160211,<m> yellow = 50 </m>,6
