,transcript,common_ground,scores,actual_common_ground,Group
0,green twenty,green = 20,0.8699702,<m> green = 20 </m>,8
1,green twenty,green != 20,0.03745815,<m> green = 20 </m>,8
2,green twenty,green > 20,0.030598745,<m> green = 20 </m>,8
3,green twenty,green < 20,0.028621295,<m> green = 20 </m>,8
4,twenty purple block 's thirty,purple = 30,0.85915023,<m> purple = 30 </m>,8
5,twenty purple block 's thirty,purple = 20,0.85830677,<m> purple = 30 </m>,8
6,twenty purple block 's thirty,"purple = 10, red = 30",0.49832585,<m> purple = 30 </m>,8
7,twenty purple block 's thirty,"green = 20, purple = 30",0.49810526,<m> purple = 30 </m>,8
8,twenty purple block 's thirty,"purple = 30, red = 30",0.48004416,<m> purple = 30 </m>,8
9,oh yellow block 's forty,yellow = 40,0.77189434,<m> yellow > 40 </m>,8
10,oh yellow block 's forty,yellow != 40,0.094907634,<m> yellow > 40 </m>,8
11,oh yellow block 's forty,yellow > 40,0.036047287,<m> yellow > 40 </m>,8
12,oh yellow block 's forty,yellow < 40,0.03464451,<m> yellow > 40 </m>,8
13,Between forty fifty,green = 50,0.8920896,<m> yellow < 50 </m>,8
14,Between forty fifty,blue = 50,0.8879031,<m> yellow < 50 </m>,8
15,Between forty fifty,red = 50,0.8876736,<m> yellow < 50 </m>,8
16,Between forty fifty,yellow = 50,0.8831936,<m> yellow < 50 </m>,8
17,Between forty fifty,purple = 50,0.88034606,<m> yellow < 50 </m>,8
18,But n't less fifty actually,red = 50,0.85134435,<m> yellow > 50 </m>,8
19,But n't less fifty actually,yellow = 50,0.8402635,<m> yellow > 50 </m>,8
20,But n't less fifty actually,purple = 50,0.8396993,<m> yellow > 50 </m>,8
21,But n't less fifty actually,blue = 50,0.8367877,<m> yellow > 50 </m>,8
22,But n't less fifty actually,green = 50,0.8181137,<m> yellow > 50 </m>,8
23,Fifty heavy,purple = 50,0.8256395,<m> yellow < 50 </m>,8
24,Fifty heavy,green = 50,0.79134274,<m> yellow < 50 </m>,8
25,Fifty heavy,blue = 50,0.78231627,<m> yellow < 50 </m>,8
26,Fifty heavy,yellow = 50,0.7660643,<m> yellow < 50 </m>,8
27,Fifty heavy,red = 50,0.76565075,<m> yellow < 50 </m>,8
28,yellow block 's forty one,yellow = 40,0.78769624,<m> yellow = 40 </m>,8
29,yellow block 's forty one,yellow != 40,0.09265098,<m> yellow = 40 </m>,8
30,yellow block 's forty one,yellow < 40,0.040708497,<m> yellow = 40 </m>,8
31,yellow block 's forty one,yellow > 40,0.040585447,<m> yellow = 40 </m>,8
32,minus one yellow block forty nine,blue = purple + yellow,0.895328,<m> yellow = 50 </m>,8
33,minus one yellow block forty nine,yellow = blue + purple,0.89442754,<m> yellow = 50 </m>,8
34,minus one yellow block forty nine,blue = green + yellow,0.8936019,<m> yellow = 50 </m>,8
35,minus one yellow block forty nine,green = blue + yellow,0.8927251,<m> yellow = 50 </m>,8
36,minus one yellow block forty nine,blue = red + yellow,0.89260876,<m> yellow = 50 </m>,8
37,yellow block 's probably meant fifty placed differently,yellow = 50,0.5732362,<m> yellow = 50 </m>,8
38,yellow block 's probably meant fifty placed differently,yellow != 50,0.39574748,<m> yellow = 50 </m>,8
39,yellow block 's probably meant fifty placed differently,yellow < 50,0.30410558,<m> yellow = 50 </m>,8
40,yellow block 's probably meant fifty placed differently,yellow > 50,0.2784866,<m> yellow = 50 </m>,8
