,transcript,common_ground,scores,actual_common_ground,Group
0,The red cube ten grams,red = 10,0.909855,<m> red = 10 </m>,9
1,The red cube ten grams,red != 10,0.44960034,<m> red = 10 </m>,9
2,The red cube ten grams,red > 10,0.44111884,<m> red = 10 </m>,9
3,The red cube ten grams,red < 10,0.36030796,<m> red = 10 </m>,9
4,"would red block , blue block 's equal probably",blue = red,0.8765005,<m> blue = red </m>,9
5,"would red block , blue block 's equal probably",blue < red,0.8690736,<m> blue = red </m>,9
6,"would red block , blue block 's equal probably",red < blue,0.6937256,<m> blue = red </m>,9
7,"would red block , blue block 's equal probably",blue != red,0.6113823,<m> blue = red </m>,9
8,"would red block , blue block 's equal probably",blue > red,0.5856729,<m> blue = red </m>,9
9,"red block , blue block , green block 's probably equal","blue = 10, green = 10, red = 20",0.4446219,<m> green = blue + red </m>,9
10,"red block , blue block , green block 's probably equal","blue = 20, green = 10, red = 20",0.44358686,<m> green = blue + red </m>,9
11,"red block , blue block , green block 's probably equal","blue = 10, green = 10, red = 10",0.4435818,<m> green = blue + red </m>,9
12,"red block , blue block , green block 's probably equal","blue = 20, green = 20, red = 20",0.4421788,<m> green = blue + red </m>,9
13,"red block , blue block , green block 's probably equal","blue = 20, green = 10, red = 10",0.44152105,<m> green = blue + red </m>,9
14,So got ten ten,red = 10,0.47799745,"<m> blue = 10, red = 10 </m>",9
15,So got ten ten,"purple = 10, red = 10",0.4758367,"<m> blue = 10, red = 10 </m>",9
16,So got ten ten,"green = 10, red = 10",0.4752789,"<m> blue = 10, red = 10 </m>",9
17,So got ten ten,"blue = 10, red = 10",0.47396427,"<m> blue = 10, red = 10 </m>",9
18,So got ten ten,purple = 10,0.4707268,"<m> blue = 10, red = 10 </m>",9
19,"green block , blue block twenty ten right","blue = 10, green = 20",0.04100811,"<m> blue = 10, green = 20 </m>",9
20,"green block , blue block twenty ten right","blue = 20, green = 10",0.02376249,"<m> blue = 10, green = 20 </m>",9
21,Look thirty gram block,yellow = 30,0.91763663,<m> purple = 30 </m>,9
22,Look thirty gram block,red = 30,0.9155303,<m> purple = 30 </m>,9
23,Look thirty gram block,purple = 30,0.91497046,<m> purple = 30 </m>,9
24,Look thirty gram block,blue = 30,0.91439366,<m> purple = 30 </m>,9
25,Look thirty gram block,"blue = 30, red = 30",0.9015719,<m> purple = 30 </m>,9
26,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",green = purple + yellow,0.37051538,<m> yellow = green + purple </m>,9
27,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",purple = green + yellow,0.09727821,<m> yellow = green + purple </m>,9
28,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",yellow = green + purple,0.07253886,<m> yellow = green + purple </m>,9
29,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",yellow != green + purple,0.0663253,<m> yellow = green + purple </m>,9
30,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",yellow > green + purple,0.06294915,<m> yellow = green + purple </m>,9
31,purple block one thirty yellow block fifty less,"purple = 50, yellow = 30",0.040389758,"<m> purple = 30, yellow = 50 </m>",9
32,purple block one thirty yellow block fifty less,"purple = 30, yellow = 50",0.022296414,"<m> purple = 30, yellow = 50 </m>",9
