,transcript,common_ground,scores,actual_common_ground,Group
0,And tell red cube top ten grams,red = 10,0.8086803,<m> red = 10 </m>,1
1,And tell red cube top ten grams,red > 10,0.47088495,<m> red = 10 </m>,1
2,And tell red cube top ten grams,red < 10,0.4149939,<m> red = 10 </m>,1
3,And tell red cube top ten grams,red != 10,0.40388304,<m> red = 10 </m>,1
4,red block would nine minus ten,red = 10,0.36489636,<m> red = 10 </m>,1
5,red block would nine minus ten,red != 10,0.016965393,<m> red = 10 </m>,1
6,red block would nine minus ten,red < 10,0.016872274,<m> red = 10 </m>,1
7,red block would nine minus ten,red > 10,0.016419096,<m> red = 10 </m>,1
8,"red block , blue block seems pretty balanced",blue < red,0.6950869,<m> blue = red </m>,1
9,"red block , blue block seems pretty balanced",blue = red,0.43779585,<m> blue = red </m>,1
10,"red block , blue block seems pretty balanced",red > blue,0.4006215,<m> blue = red </m>,1
11,"red block , blue block seems pretty balanced",blue > red,0.3963589,<m> blue = red </m>,1
12,"red block , blue block seems pretty balanced","blue = 10, red = 10",0.3953329,<m> blue = red </m>,1
13,blue block also ten,blue = 10,0.81907177,<m> blue = 10 </m>,1
14,blue block also ten,blue < 10,0.3400966,<m> blue = 10 </m>,1
15,blue block also ten,blue != 10,0.07102969,<m> blue = 10 </m>,1
16,blue block also ten,blue > 10,0.02156984,<m> blue = 10 </m>,1
17,And see 's thats twenty,"red = 20, yellow = 20",0.81694454,<m> purple != 20 </m>,1
18,And see 's thats twenty,purple = 20,0.8143191,<m> purple != 20 </m>,1
19,And see 's thats twenty,yellow = 20,0.79997575,<m> purple != 20 </m>,1
20,And see 's thats twenty,green = 20,0.7959955,<m> purple != 20 </m>,1
21,And see 's thats twenty,red = 20,0.7942028,<m> purple != 20 </m>,1
22,And see 's thats twenty,"red = 20, yellow = 20",0.81694454,<m> purple != 20 </m>,1
23,And see 's thats twenty,purple = 20,0.8143191,<m> purple != 20 </m>,1
24,And see 's thats twenty,yellow = 20,0.79997575,<m> purple != 20 </m>,1
25,And see 's thats twenty,green = 20,0.7959955,<m> purple != 20 </m>,1
26,And see 's thats twenty,red = 20,0.7942028,<m> purple != 20 </m>,1
27,green block one probably twenty ten ten twenty,"green = 30, purple = 10",0.79278815,"<m> blue = 10, green = 20, red = 10 </m>",1
28,green block one probably twenty ten ten twenty,"green = 10, purple = 30",0.791631,"<m> blue = 10, green = 20, red = 10 </m>",1
29,green block one probably twenty ten ten twenty,"green = 10, red = 40",0.7837374,"<m> blue = 10, green = 20, red = 10 </m>",1
30,green block one probably twenty ten ten twenty,"green = 10, red = 50",0.7808679,"<m> blue = 10, green = 20, red = 10 </m>",1
31,green block one probably twenty ten ten twenty,"green = 20, purple = 10",0.77623034,"<m> blue = 10, green = 20, red = 10 </m>",1
32,green block one probably twenty ten ten twenty,"green = 30, purple = 10",0.79278815,"<m> blue = 10, green = 20, red = 10 </m>",1
33,green block one probably twenty ten ten twenty,"green = 10, purple = 30",0.791631,"<m> blue = 10, green = 20, red = 10 </m>",1
34,green block one probably twenty ten ten twenty,"green = 10, red = 40",0.7837374,"<m> blue = 10, green = 20, red = 10 </m>",1
35,green block one probably twenty ten ten twenty,"green = 10, red = 50",0.7808679,"<m> blue = 10, green = 20, red = 10 </m>",1
36,green block one probably twenty ten ten twenty,"green = 20, purple = 10",0.77623034,"<m> blue = 10, green = 20, red = 10 </m>",1
37,Ooh looking thirty,green = 30,0.8033283,<m> purple = 30 </m>,1
38,Ooh looking thirty,blue = 30,0.7894436,<m> purple = 30 </m>,1
39,Ooh looking thirty,purple = 30,0.701536,<m> purple = 30 </m>,1
40,Ooh looking thirty,"green = 30, red = 30",0.68145114,<m> purple = 30 </m>,1
41,Ooh looking thirty,"purple = 30, red = 30",0.67047197,<m> purple = 30 </m>,1
42,"im thinking red block , blue block , green block , yellow block , purple block 's ten ten twenty thirty",purple = 30,0.42276394,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",1
43,"im thinking red block , blue block , green block , yellow block , purple block 's ten ten twenty thirty",red = 30,0.421214,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",1
44,"im thinking red block , blue block , green block , yellow block , purple block 's ten ten twenty thirty",yellow = 30,0.41909394,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",1
45,"im thinking red block , blue block , green block , yellow block , purple block 's ten ten twenty thirty",blue = 30,0.41673172,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",1
46,"im thinking red block , blue block , green block , yellow block , purple block 's ten ten twenty thirty",green = 30,0.41590956,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",1
47,fifty yellow fifty,yellow = 50,0.81146,<m> yellow = 50 </m>,1
48,fifty yellow fifty,yellow > 50,0.022418704,<m> yellow = 50 </m>,1
49,fifty yellow fifty,yellow != 50,0.019987632,<m> yellow = 50 </m>,1
50,fifty yellow fifty,yellow < 50,0.018207397,<m> yellow = 50 </m>,1
