,transcript,common_ground,scores,actual_common_ground,Group
0,I tell red cube ten grams,red = 10,0.9766185,<m> red = 10 </m>,10
1,I tell red cube ten grams,red != 10,0.020691372,<m> red = 10 </m>,10
2,I tell red cube ten grams,red < 10,0.0097944755,<m> red = 10 </m>,10
3,I tell red cube ten grams,red > 10,0.009645169,<m> red = 10 </m>,10
4,"green block twenty red block , blue block ten ten","blue = 20, green = 20, red = 10",0.1792,"<m> blue = 10, green = 20, red = 10 </m>",10
5,"green block twenty red block , blue block ten ten","blue = 20, green = 10, red = 20",0.17556673,"<m> blue = 10, green = 20, red = 10 </m>",10
6,"green block twenty red block , blue block ten ten","blue = 10, green = 20, red = 10",0.17317006,"<m> blue = 10, green = 20, red = 10 </m>",10
7,"green block twenty red block , blue block ten ten","blue = 20, green = 10, red = 10",0.16109172,"<m> blue = 10, green = 20, red = 10 </m>",10
8,"green block twenty red block , blue block ten ten","blue = 10, green = 10, red = 20",0.15820254,"<m> blue = 10, green = 20, red = 10 </m>",10
9,"looks red block , blue block 're fairly equal",blue = red,0.9182558,<m> blue = red </m>,10
10,"looks red block , blue block 're fairly equal",blue != red,0.49725974,<m> blue = red </m>,10
11,"looks red block , blue block 're fairly equal",red > blue,0.278373,<m> blue = red </m>,10
12,"looks red block , blue block 're fairly equal",blue > red,0.21814547,<m> blue = red </m>,10
13,"looks red block , blue block 're fairly equal",red < blue,0.19184619,<m> blue = red </m>,10
14,"right green block 's twenty red block , blue block two ten","blue = 10, green = 10, red = 20",0.07500693,"<m> blue = 10, green = 20, red = 10 </m>",10
15,"right green block 's twenty red block , blue block two ten","blue = 10, green = 20, red = 10",0.07329106,"<m> blue = 10, green = 20, red = 10 </m>",10
16,"right green block 's twenty red block , blue block two ten","blue = 10, green = 20, red = 20",0.05464701,"<m> blue = 10, green = 20, red = 10 </m>",10
17,"right green block 's twenty red block , blue block two ten","blue = 20, green = 20, red = 10",0.047680758,"<m> blue = 10, green = 20, red = 10 </m>",10
18,"right green block 's twenty red block , blue block two ten","blue = 20, green = 10, red = 10",0.047448426,"<m> blue = 10, green = 20, red = 10 </m>",10
19,"red block , blue block 're together",blue = red,0.9721842,<m> blue = red </m>,10
20,"red block , blue block 're together",blue != red,0.40686184,<m> blue = red </m>,10
21,"red block , blue block 're together",red > blue,0.1727731,<m> blue = red </m>,10
22,"red block , blue block 're together",red < blue,0.12014685,<m> blue = red </m>,10
23,"red block , blue block 're together",blue > red,0.10581629,<m> blue = red </m>,10
24,"alright let 's green block , purple block two already tell purple block one 's heavier",green = purple,0.94120264,<m> purple > green </m>,10
25,"alright let 's green block , purple block two already tell purple block one 's heavier",green != purple,0.72673905,<m> purple > green </m>,10
26,"alright let 's green block , purple block two already tell purple block one 's heavier",green > purple,0.37374538,<m> purple > green </m>,10
27,"alright let 's green block , purple block two already tell purple block one 's heavier",green < purple,0.34981343,<m> purple > green </m>,10
28,"alright let 's green block , purple block two already tell purple block one 's heavier",purple > green,0.31448868,<m> purple > green </m>,10
29,"green block , red block , purple block equal green block , red block , purple block instructions suppose",green = purple + red,0.47393698,<m> purple = green + red </m>,10
30,"green block , red block , purple block equal green block , red block , purple block instructions suppose",red = green + purple,0.4527794,<m> purple = green + red </m>,10
31,"green block , red block , purple block equal green block , red block , purple block instructions suppose",purple = green + red,0.44388026,<m> purple = green + red </m>,10
32,"green block , red block , purple block equal green block , red block , purple block instructions suppose",green > purple + red,0.24948621,<m> purple = green + red </m>,10
33,"green block , red block , purple block equal green block , red block , purple block instructions suppose",red > green + purple,0.21548173,<m> purple = green + red </m>,10
34,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,"green = 50, purple = 20, yellow = 30",0.0726347,"<m> green = 20, purple = 30, yellow = 50 </m>",10
35,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,"green = 20, purple = 50, yellow = 30",0.06904259,"<m> green = 20, purple = 30, yellow = 50 </m>",10
36,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,"green = 30, purple = 50, yellow = 20",0.055519022,"<m> green = 20, purple = 30, yellow = 50 </m>",10
37,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,"green = 30, purple = 20, yellow = 50",0.055484857,"<m> green = 20, purple = 30, yellow = 50 </m>",10
38,purple block one 's thirty 's green block one twenty right twenty okay yellow block one 's gon na fifty okay,"green = 50, purple = 30, yellow = 20",0.054008834,"<m> green = 20, purple = 30, yellow = 50 </m>",10
39,But 's I weights fifty,red = 50,0.85417485,<m> yellow = 50 </m>,10
40,But 's I weights fifty,green = 50,0.81139207,<m> yellow = 50 </m>,10
41,But 's I weights fifty,yellow = 50,0.8000581,<m> yellow = 50 </m>,10
42,But 's I weights fifty,purple = 50,0.7974194,<m> yellow = 50 </m>,10
43,But 's I weights fifty,blue = 50,0.73369384,<m> yellow = 50 </m>,10
44,yellow block less fifty less fifty,yellow = 50,0.93732786,<m> yellow < 50 </m>,10
45,yellow block less fifty less fifty,yellow > 50,0.09415158,<m> yellow < 50 </m>,10
46,yellow block less fifty less fifty,yellow != 50,0.07020138,<m> yellow < 50 </m>,10
47,yellow block less fifty less fifty,yellow < 50,0.020529756,<m> yellow < 50 </m>,10
48,'s 's almost settled yellow block 's less fifty,yellow = 50,0.7644979,<m> yellow < 50 </m>,10
49,'s 's almost settled yellow block 's less fifty,yellow > 50,0.23510647,<m> yellow < 50 </m>,10
50,'s 's almost settled yellow block 's less fifty,yellow < 50,0.20021164,<m> yellow < 50 </m>,10
51,'s 's almost settled yellow block 's less fifty,yellow != 50,0.11509247,<m> yellow < 50 </m>,10
52,oh yellow block fifty grams,yellow = 50,0.8880299,<m> yellow = 50 </m>,10
53,oh yellow block fifty grams,yellow > 50,0.033284727,<m> yellow = 50 </m>,10
54,oh yellow block fifty grams,yellow < 50,0.024244815,<m> yellow = 50 </m>,10
55,oh yellow block fifty grams,yellow != 50,0.021995135,<m> yellow = 50 </m>,10
