,transcript,common_ground,scores,actual_common_ground,Group
0,I tell red cube ten grams,red = 10,0.81873965,<m> red = 10 </m>,10
1,I tell red cube ten grams,red != 10,0.10087078,<m> red = 10 </m>,10
2,I tell red cube ten grams,red > 10,0.066932485,<m> red = 10 </m>,10
3,I tell red cube ten grams,red < 10,0.06483777,<m> red = 10 </m>,10
4,"green block twenty red block , blue block ten ten","blue = 10, green = 20, red = 10",0.015429739,"<m> blue = 10, green = 20, red = 10 </m>",10
5,"green block twenty red block , blue block ten ten","blue = 20, green = 10, red = 10",0.013843017,"<m> blue = 10, green = 20, red = 10 </m>",10
6,"green block twenty red block , blue block ten ten","blue = 10, green = 10, red = 20",0.0070375307,"<m> blue = 10, green = 20, red = 10 </m>",10
7,"green block twenty red block , blue block ten ten","blue = 10, green = 20, red = 20",0.006978457,"<m> blue = 10, green = 20, red = 10 </m>",10
8,"green block twenty red block , blue block ten ten","blue = 20, green = 20, red = 10",0.006938642,"<m> blue = 10, green = 20, red = 10 </m>",10
9,"looks red block , blue block 're fairly equal",blue = red,0.79955477,<m> blue = red </m>,10
10,"looks red block , blue block 're fairly equal",blue != red,0.5079639,<m> blue = red </m>,10
11,"looks red block , blue block 're fairly equal",blue > red,0.48579252,<m> blue = red </m>,10
12,"looks red block , blue block 're fairly equal","blue = 10, red = 10",0.4379834,<m> blue = red </m>,10
13,"looks red block , blue block 're fairly equal",red > blue,0.4014456,<m> blue = red </m>,10
14,"right green block 's twenty red block , blue block two ten","blue = 20, green = 10, red = 10",0.025271947,"<m> blue = 10, green = 20, red = 10 </m>",10
15,"right green block 's twenty red block , blue block two ten","blue = 10, green = 20, red = 10",0.022123534,"<m> blue = 10, green = 20, red = 10 </m>",10
16,"right green block 's twenty red block , blue block two ten","blue = 10, green = 20, red = 20",0.020705123,"<m> blue = 10, green = 20, red = 10 </m>",10
17,"right green block 's twenty red block , blue block two ten","blue = 10, green = 10, red = 20",0.020432532,"<m> blue = 10, green = 20, red = 10 </m>",10
18,"right green block 's twenty red block , blue block two ten","blue = 20, green = 10, red = 20",0.019164564,"<m> blue = 10, green = 20, red = 10 </m>",10
19,"red block , blue block 're together",blue = red,0.79407,<m> blue = red </m>,10
20,"red block , blue block 're together",blue > red,0.4505963,<m> blue = red </m>,10
21,"red block , blue block 're together",blue != red,0.36200786,<m> blue = red </m>,10
22,"red block , blue block 're together",red > blue,0.35471988,<m> blue = red </m>,10
23,"red block , blue block 're together","blue = 10, red = 10",0.21556127,<m> blue = red </m>,10
24,"alright let 's green block , purple block two already tell purple block one 's heavier",green = purple,0.6775658,<m> purple > green </m>,10
25,"alright let 's green block , purple block two already tell purple block one 's heavier",green != purple,0.56858456,<m> purple > green </m>,10
26,"alright let 's green block , purple block two already tell purple block one 's heavier",purple > green,0.47857472,<m> purple > green </m>,10
27,"alright let 's green block , purple block two already tell purple block one 's heavier",green > purple,0.46733713,<m> purple > green </m>,10
28,"alright let 's green block , purple block two already tell purple block one 's heavier",green < purple,0.40198895,<m> purple > green </m>,10
