,transcript,common_ground,scores,actual_common_ground,Group
0,And tell red cube right ten grams yep 're going 're going flip piece paper um,red = 10,0.5559407,<m> red = 10 </m>,2
1,And tell red cube right ten grams yep 're going 're going flip piece paper um,red > 10,0.046202037,<m> red = 10 </m>,2
2,And tell red cube right ten grams yep 're going 're going flip piece paper um,red < 10,0.04521937,<m> red = 10 </m>,2
3,And tell red cube right ten grams yep 're going 're going flip piece paper um,red != 10,0.044508457,<m> red = 10 </m>,2
4,"needle goes red line means red block , blue block 're probably equal",blue = red,0.5410397,<m> blue = red </m>,2
5,"needle goes red line means red block , blue block 're probably equal","blue = 10, red = 10",0.09329626,<m> blue = red </m>,2
6,"needle goes red line means red block , blue block 're probably equal",blue < red,0.056319565,<m> blue = red </m>,2
7,"needle goes red line means red block , blue block 're probably equal",red < blue,0.05196857,<m> blue = red </m>,2
8,"needle goes red line means red block , blue block 're probably equal","blue = 20, red = 20",0.04970257,<m> blue = red </m>,2
9,blue block one probably ten grams,blue = 10,0.74287057,<m> blue = 10 </m>,2
10,blue block one probably ten grams,blue < 10,0.041589603,<m> blue = 10 </m>,2
11,blue block one probably ten grams,blue != 10,0.039810255,<m> blue = 10 </m>,2
12,blue block one probably ten grams,blue > 10,0.039576694,<m> blue = 10 </m>,2
13,The first two ten,blue = 10,0.76261866,"<m> blue = 10, red = 10 </m>",2
14,The first two ten,green = 10,0.76157373,"<m> blue = 10, red = 10 </m>",2
15,The first two ten,red = 10,0.7569171,"<m> blue = 10, red = 10 </m>",2
16,The first two ten,yellow = 10,0.75407386,"<m> blue = 10, red = 10 </m>",2
17,The first two ten,purple = 10,0.74227405,"<m> blue = 10, red = 10 </m>",2
18,knowing oh sorry green one,green = 10,0.6224415,<m> green = 20 </m>,2
19,knowing oh sorry green one,green = 50,0.57767105,<m> green = 20 </m>,2
20,knowing oh sorry green one,green = 20,0.48063272,<m> green = 20 </m>,2
21,knowing oh sorry green one,green = 40,0.39987117,<m> green = 20 </m>,2
22,knowing oh sorry green one,green = 30,0.32980275,<m> green = 20 </m>,2
23,'s increment five could probably go thirty purple block,purple = 30,0.8166045,<m> purple = 30 </m>,2
24,'s increment five could probably go thirty purple block,purple > 30,0.13423991,<m> purple = 30 </m>,2
25,'s increment five could probably go thirty purple block,purple < 30,0.10946797,<m> purple = 30 </m>,2
26,'s increment five could probably go thirty purple block,purple != 30,0.074563384,<m> purple = 30 </m>,2
27,"purple block , green block 's twenty thirty","green = 30, purple = 20",0.09423496,"<m> green = 20, purple = 30 </m>",2
28,"purple block , green block 's twenty thirty","green = 20, purple = 30",0.08398018,"<m> green = 20, purple = 30 </m>",2
