,transcript,common_ground,scores,actual_common_ground,Group
0,The red cube ten grams,red = 10,0.88107526,<m> red = 10 </m>,9
1,The red cube ten grams,red < 10,0.06611374,<m> red = 10 </m>,9
2,The red cube ten grams,red != 10,0.06336283,<m> red = 10 </m>,9
3,The red cube ten grams,red > 10,0.06182424,<m> red = 10 </m>,9
4,"would red block , blue block 's equal probably",blue > red,0.8740243,<m> blue = red </m>,9
5,"would red block , blue block 's equal probably",blue != red,0.8409206,<m> blue = red </m>,9
6,"would red block , blue block 's equal probably",blue = red,0.83807814,<m> blue = red </m>,9
7,"would red block , blue block 's equal probably",red > blue,0.83211976,<m> blue = red </m>,9
8,"would red block , blue block 's equal probably",blue < red,0.7446523,<m> blue = red </m>,9
9,"red block , blue block , green block 's probably equal",blue < green + red,0.8985579,<m> green = blue + red </m>,9
10,"red block , blue block , green block 's probably equal",green != blue + red,0.8980801,<m> green = blue + red </m>,9
11,"red block , blue block , green block 's probably equal",green < blue + red,0.8980615,<m> green = blue + red </m>,9
12,"red block , blue block , green block 's probably equal",blue > green + red,0.89701754,<m> green = blue + red </m>,9
13,"red block , blue block , green block 's probably equal",blue != green + red,0.8967991,<m> green = blue + red </m>,9
14,So got ten ten,purple = 10,0.87811637,"<m> blue = 10, red = 10 </m>",9
15,So got ten ten,blue = 10,0.8701211,"<m> blue = 10, red = 10 </m>",9
16,So got ten ten,yellow = 10,0.8645164,"<m> blue = 10, red = 10 </m>",9
17,So got ten ten,green = 10,0.839605,"<m> blue = 10, red = 10 </m>",9
18,So got ten ten,red = 10,0.8389981,"<m> blue = 10, red = 10 </m>",9
19,"green block , blue block twenty ten right","blue = 10, green = 20",0.19222763,"<m> blue = 10, green = 20 </m>",9
20,"green block , blue block twenty ten right","blue = 20, green = 10",0.18909976,"<m> blue = 10, green = 20 </m>",9
21,Look thirty gram block,green = 30,0.8799778,<m> purple = 30 </m>,9
22,Look thirty gram block,purple = 30,0.8799631,<m> purple = 30 </m>,9
23,Look thirty gram block,blue = 30,0.8790333,<m> purple = 30 </m>,9
24,Look thirty gram block,red = 30,0.8789299,<m> purple = 30 </m>,9
25,Look thirty gram block,yellow = 30,0.87823236,<m> purple = 30 </m>,9
26,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",purple != green + yellow,0.9018506,<m> yellow = green + purple </m>,9
27,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",green > purple + yellow,0.9018421,<m> yellow = green + purple </m>,9
28,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",green != purple + yellow,0.9014853,<m> yellow = green + purple </m>,9
29,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",purple > green + yellow,0.9006636,<m> yellow = green + purple </m>,9
30,"ever slightly though green block , purple block , yellow block 's probably probably green block , purple block , yellow block 's equal",yellow > green + purple,0.8998972,<m> yellow = green + purple </m>,9
31,purple block one thirty yellow block fifty less,"purple = 30, yellow = 50",0.33945096,"<m> purple = 30, yellow = 50 </m>",9
32,purple block one thirty yellow block fifty less,"purple = 50, yellow = 30",0.31558585,"<m> purple = 30, yellow = 50 </m>",9
