,transcript,common_ground,scores,actual_common_ground,Group
0,And tell red cube top ten grams,red = 10,0.9451995,<m> red = 10 </m>,1
1,And tell red cube top ten grams,red != 10,0.120725855,<m> red = 10 </m>,1
2,And tell red cube top ten grams,red < 10,0.120711625,<m> red = 10 </m>,1
3,And tell red cube top ten grams,red > 10,0.11866854,<m> red = 10 </m>,1
4,red block would nine minus ten,red = 10,0.9658004,<m> red = 10 </m>,1
5,red block would nine minus ten,red < 10,0.6444255,<m> red = 10 </m>,1
6,red block would nine minus ten,red != 10,0.58037627,<m> red = 10 </m>,1
7,red block would nine minus ten,red > 10,0.3966815,<m> red = 10 </m>,1
8,"red block , blue block seems pretty balanced",blue = red,0.96802616,<m> blue = red </m>,1
9,"red block , blue block seems pretty balanced",blue > red,0.9580479,<m> blue = red </m>,1
10,"red block , blue block seems pretty balanced",red > blue,0.94972956,<m> blue = red </m>,1
11,"red block , blue block seems pretty balanced",red < blue,0.89707047,<m> blue = red </m>,1
12,"red block , blue block seems pretty balanced",blue < red,0.8850763,<m> blue = red </m>,1
13,blue block also ten,blue = 10,0.9460753,<m> blue = 10 </m>,1
14,blue block also ten,blue < 10,0.13354868,<m> blue = 10 </m>,1
15,blue block also ten,blue > 10,0.10119268,<m> blue = 10 </m>,1
16,blue block also ten,blue != 10,0.094375,<m> blue = 10 </m>,1
17,And see 's thats twenty,red = 20,0.9510545,<m> purple != 20 </m>,1
18,And see 's thats twenty,green = 20,0.9507195,<m> purple != 20 </m>,1
19,And see 's thats twenty,yellow = 20,0.9408214,<m> purple != 20 </m>,1
20,And see 's thats twenty,blue = 20,0.925351,<m> purple != 20 </m>,1
21,And see 's thats twenty,purple = 20,0.90563655,<m> purple != 20 </m>,1
22,And see 's thats twenty,red = 20,0.9510545,<m> purple != 20 </m>,1
23,And see 's thats twenty,green = 20,0.9507195,<m> purple != 20 </m>,1
24,And see 's thats twenty,yellow = 20,0.9408214,<m> purple != 20 </m>,1
25,And see 's thats twenty,blue = 20,0.925351,<m> purple != 20 </m>,1
26,And see 's thats twenty,purple = 20,0.90563655,<m> purple != 20 </m>,1
27,green block one probably twenty ten ten twenty,green = 20,0.96352434,"<m> blue = 10, green = 20, red = 10 </m>",1
28,green block one probably twenty ten ten twenty,green = 10,0.96305436,"<m> blue = 10, green = 20, red = 10 </m>",1
29,green block one probably twenty ten ten twenty,green < 20,0.8967402,"<m> blue = 10, green = 20, red = 10 </m>",1
30,green block one probably twenty ten ten twenty,green < 10,0.84988153,"<m> blue = 10, green = 20, red = 10 </m>",1
31,green block one probably twenty ten ten twenty,green > 20,0.82212794,"<m> blue = 10, green = 20, red = 10 </m>",1
32,green block one probably twenty ten ten twenty,green = 20,0.96352434,"<m> blue = 10, green = 20, red = 10 </m>",1
33,green block one probably twenty ten ten twenty,green = 10,0.96305436,"<m> blue = 10, green = 20, red = 10 </m>",1
34,green block one probably twenty ten ten twenty,green < 20,0.8967402,"<m> blue = 10, green = 20, red = 10 </m>",1
35,green block one probably twenty ten ten twenty,green < 10,0.84988153,"<m> blue = 10, green = 20, red = 10 </m>",1
36,green block one probably twenty ten ten twenty,green > 20,0.82212794,"<m> blue = 10, green = 20, red = 10 </m>",1
37,Ooh looking thirty,green = 30,0.9582597,<m> purple = 30 </m>,1
38,Ooh looking thirty,yellow = 30,0.9575596,<m> purple = 30 </m>,1
39,Ooh looking thirty,red = 30,0.9571774,<m> purple = 30 </m>,1
40,Ooh looking thirty,blue = 30,0.9560083,<m> purple = 30 </m>,1
41,Ooh looking thirty,purple = 30,0.9523158,<m> purple = 30 </m>,1
