,transcript,common_ground,scores,actual_common_ground,Group
0,I tell red cube ten grams,red = 10,0.4408294,<m> red = 10 </m>,6
1,I tell red cube ten grams,red > 10,0.35059917,<m> red = 10 </m>,6
2,I tell red cube ten grams,red != 10,0.31821525,<m> red = 10 </m>,6
3,I tell red cube ten grams,red < 10,0.2586614,<m> red = 10 </m>,6
4,red block red one 's ten grams,red = 10,0.4349477,<m> red = 10 </m>,6
5,red block red one 's ten grams,red > 10,0.38197207,<m> red = 10 </m>,6
6,red block red one 's ten grams,red < 10,0.37794223,<m> red = 10 </m>,6
7,red block red one 's ten grams,red != 10,0.22992848,<m> red = 10 </m>,6
8,"seems red block , blue block might","blue = 10, red = 30",0.42669013,<m> blue = red </m>,6
9,"seems red block , blue block might","blue = 20, red = 30",0.38292724,<m> blue = red </m>,6
10,"seems red block , blue block might",blue = red,0.36791262,<m> blue = red </m>,6
11,"seems red block , blue block might","blue = 50, red = 30",0.35139638,<m> blue = red </m>,6
12,"seems red block , blue block might","blue = 30, red = 30",0.34402013,<m> blue = red </m>,6
13,"'s stuff written bottom 's red block , green block 's ten twenty right right 's looking","green = 20, red = 10",0.26693273,"<m> green = 20, red = 10 </m>",6
14,"'s stuff written bottom 's red block , green block 's ten twenty right right 's looking","green = 10, red = 20",0.25404862,"<m> green = 20, red = 10 </m>",6
15,purple block 's twenty almost seems thirty takes past,purple = 30,0.32341534,<m> purple > 20 </m>,6
16,purple block 's twenty almost seems thirty takes past,"green = 30, purple = 10",0.30047894,<m> purple > 20 </m>,6
17,purple block 's twenty almost seems thirty takes past,purple > 30,0.28809035,<m> purple > 20 </m>,6
18,purple block 's twenty almost seems thirty takes past,purple = 20,0.28475592,<m> purple > 20 </m>,6
19,purple block 's twenty almost seems thirty takes past,"purple = 30, red = 10",0.27831683,<m> purple > 20 </m>,6
20,Fifty,"blue = 50, red = 50",0.42856622,<m> yellow = 50 </m>,6
21,Fifty,"red = 50, yellow = 50",0.41877428,<m> yellow = 50 </m>,6
22,Fifty,"purple = 50, red = 50",0.41852564,<m> yellow = 50 </m>,6
23,Fifty,"blue = 50, yellow = 50",0.41536987,<m> yellow = 50 </m>,6
24,Fifty,"green = 50, red = 50",0.40142483,<m> yellow = 50 </m>,6
25,purple block 's thirty green twenty,"green = 20, purple = 30",0.469038,"<m> green = 20, purple = 30 </m>",6
26,purple block 's thirty green twenty,"green = 30, purple = 20",0.44226784,"<m> green = 20, purple = 30 </m>",6
27,red small blue ten,"blue = 10, red = 10",0.45651144,"<m> blue = 10, red = 10 </m>",6
28,would yellow forty five could fifty since 're,"purple = 50, yellow = 40",0.45046848,<m> yellow = 50 </m>,6
29,would yellow forty five could fifty since 're,"purple = 50, yellow = 10",0.4490903,<m> yellow = 50 </m>,6
30,would yellow forty five could fifty since 're,"red = 40, yellow = 40",0.44418025,<m> yellow = 50 </m>,6
31,would yellow forty five could fifty since 're,"red = 50, yellow = 40",0.43589765,<m> yellow = 50 </m>,6
32,would yellow forty five could fifty since 're,"blue = 50, yellow = 40",0.4352579,<m> yellow = 50 </m>,6
