,transcript,common_ground,scores,actual_common_ground,Group
0,I tell red cube ten grams,red = 10,0.8639325,<m> red = 10 </m>,4
1,I tell red cube ten grams,red != 10,0.08445568,<m> red = 10 </m>,4
2,I tell red cube ten grams,red < 10,0.07507157,<m> red = 10 </m>,4
3,I tell red cube ten grams,red > 10,0.07410627,<m> red = 10 </m>,4
4,Well top ten,red = 10,0.8202454,<m> blue = 10 </m>,4
5,Well top ten,green = 10,0.81551015,<m> blue = 10 </m>,4
6,Well top ten,yellow = 10,0.80630636,<m> blue = 10 </m>,4
7,Well top ten,blue = 10,0.7987969,<m> blue = 10 </m>,4
8,Well top ten,purple = 10,0.787186,<m> blue = 10 </m>,4
9,purple block 's purple block 's twenty purple block 's got ta thirty,purple = 30,0.8306881,<m> purple = 30 </m>,4
10,purple block 's purple block 's twenty purple block 's got ta thirty,purple = 20,0.8280337,<m> purple = 30 </m>,4
11,purple block 's purple block 's twenty purple block 's got ta thirty,"purple = 30, red = 30",0.15975346,<m> purple = 30 </m>,4
12,purple block 's purple block 's twenty purple block 's got ta thirty,"purple = 10, red = 30",0.15765859,<m> purple = 30 </m>,4
13,purple block 's purple block 's twenty purple block 's got ta thirty,purple != 20,0.14696649,<m> purple = 30 </m>,4
14,purple block 's purple block 's twenty purple block 's got ta thirty,purple = 30,0.8306881,<m> purple = 30 </m>,4
15,purple block 's purple block 's twenty purple block 's got ta thirty,purple = 20,0.8280337,<m> purple = 30 </m>,4
16,purple block 's purple block 's twenty purple block 's got ta thirty,"purple = 30, red = 30",0.15975346,<m> purple = 30 </m>,4
17,purple block 's purple block 's twenty purple block 's got ta thirty,"purple = 10, red = 30",0.15765859,<m> purple = 30 </m>,4
18,purple block 's purple block 's twenty purple block 's got ta thirty,purple != 20,0.14696649,<m> purple = 30 </m>,4
19,blue ten,blue = 10,0.8235092,<m> blue = 10 </m>,4
20,blue ten,blue != 10,0.14223959,<m> blue = 10 </m>,4
21,blue ten,blue > 10,0.11439115,<m> blue = 10 </m>,4
22,blue ten,blue < 10,0.11295499,<m> blue = 10 </m>,4
23,would yellow fifty,yellow = 50,0.8549568,<m> yellow = 50 </m>,4
24,would yellow fifty,yellow != 50,0.095700175,<m> yellow = 50 </m>,4
25,would yellow fifty,yellow > 50,0.08499043,<m> yellow = 50 </m>,4
26,would yellow fifty,yellow < 50,0.082347795,<m> yellow = 50 </m>,4
