,transcript,common_ground,scores,actual_common_ground,Group
0,I will tell you that the red cube is ten grams,red = 10,0.99699515,<m> red = 10 </m>,4
1,I will tell you that the red cube is ten grams,red != 10,0.022619944,<m> red = 10 </m>,4
2,I will tell you that the red cube is ten grams,red > 10,0.0025075227,<m> red = 10 </m>,4
3,I will tell you that the red cube is ten grams,red < 10,0.0014848156,<m> red = 10 </m>,4
4,Well the top is a ten,purple = 10,0.99483085,<m> blue = 10 </m>,4
5,Well the top is a ten,yellow = 10,0.99157876,<m> blue = 10 </m>,4
6,Well the top is a ten,green = 10,0.98994076,<m> blue = 10 </m>,4
7,Well the top is a ten,red = 10,0.9878891,<m> blue = 10 </m>,4
8,Well the top is a ten,blue = 10,0.9873755,<m> blue = 10 </m>,4
9,"ok there easy so green block is twenty yeah cause red block is ten as long as it's not dropping red block, blue block's the same","blue = 20, green = 20, red = 10",0.14428543,<m> green = 20 </m>,4
10,"ok there easy so green block is twenty yeah cause red block is ten as long as it's not dropping red block, blue block's the same","blue = 20, green = 10, red = 10",0.14359444,<m> green = 20 </m>,4
11,"ok there easy so green block is twenty yeah cause red block is ten as long as it's not dropping red block, blue block's the same","blue = 10, green = 20, red = 20",0.13293594,<m> green = 20 </m>,4
12,"ok there easy so green block is twenty yeah cause red block is ten as long as it's not dropping red block, blue block's the same","blue = 10, green = 10, red = 20",0.11483423,<m> green = 20 </m>,4
13,"ok there easy so green block is twenty yeah cause red block is ten as long as it's not dropping red block, blue block's the same","blue = 10, green = 20, red = 10",0.11082821,<m> green = 20 </m>,4
14,it doesn't drop completely yeah we can consider purple block to be thirty then yeah because it doesn’t drop,purple = 30,0.949789,<m> purple != 40 </m>,4
15,it doesn't drop completely yeah we can consider purple block to be thirty then yeah because it doesn’t drop,purple != 30,0.47652042,<m> purple != 40 </m>,4
16,it doesn't drop completely yeah we can consider purple block to be thirty then yeah because it doesn’t drop,purple < 30,0.32686475,<m> purple != 40 </m>,4
17,it doesn't drop completely yeah we can consider purple block to be thirty then yeah because it doesn’t drop,purple > 30,0.21967521,<m> purple != 40 </m>,4
18,it doesn't drop completely yeah we can consider purple block to be thirty then yeah because it doesn’t drop,purple = 30,0.949789,<m> purple != 40 </m>,4
19,it doesn't drop completely yeah we can consider purple block to be thirty then yeah because it doesn’t drop,purple != 30,0.47652042,<m> purple != 40 </m>,4
20,it doesn't drop completely yeah we can consider purple block to be thirty then yeah because it doesn’t drop,purple < 30,0.32686475,<m> purple != 40 </m>,4
21,it doesn't drop completely yeah we can consider purple block to be thirty then yeah because it doesn’t drop,purple > 30,0.21967521,<m> purple != 40 </m>,4
22,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple = 20,0.930707,<m> purple = 30 </m>,4
23,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple = 30,0.8689934,<m> purple = 30 </m>,4
24,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple != 20,0.49277607,<m> purple = 30 </m>,4
25,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple != 30,0.49151424,<m> purple = 30 </m>,4
26,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple < 30,0.46790528,<m> purple = 30 </m>,4
27,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple = 20,0.930707,<m> purple = 30 </m>,4
28,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple = 30,0.8689934,<m> purple = 30 </m>,4
29,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple != 20,0.49277607,<m> purple = 30 </m>,4
30,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple != 30,0.49151424,<m> purple = 30 </m>,4
31,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple < 30,0.46790528,<m> purple = 30 </m>,4
32,uh so yellow we or red and blue there's no there's no ok,yellow = blue+red,0.5107856,<m> yellow = 50 </m>,4
33,uh so yellow we or red and blue there's no there's no ok,red = blue+yellow,0.50612116,<m> yellow = 50 </m>,4
34,uh so yellow we or red and blue there's no there's no ok,blue = red+yellow,0.50120175,<m> yellow = 50 </m>,4
35,uh so yellow we or red and blue there's no there's no ok,blue > red yellow,0.42175007,<m> yellow = 50 </m>,4
36,uh so yellow we or red and blue there's no there's no ok,yellow > red blue,0.41522405,<m> yellow = 50 </m>,4
37,blue is ten,blue = 10,0.9977884,<m> blue = 10 </m>,4
38,blue is ten,blue != 10,0.21424268,<m> blue = 10 </m>,4
39,blue is ten,blue > 10,0.09715378,<m> blue = 10 </m>,4
40,blue is ten,blue < 10,0.04570405,<m> blue = 10 </m>,4
41,and so that would mean yellow is fifty,yellow = 50,0.98891336,<m> yellow = 50 </m>,4
42,and so that would mean yellow is fifty,yellow != 50,0.6024653,<m> yellow = 50 </m>,4
43,and so that would mean yellow is fifty,yellow > 50,0.46811244,<m> yellow = 50 </m>,4
44,and so that would mean yellow is fifty,yellow < 50,0.45257372,<m> yellow = 50 </m>,4
